Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating,Role
nbqq,Vít Pohlot,ECLOT,25 years,7337,0.488,7434,0.99,73.6,3.4,408,10837,0.68,0.12,0.69,0.1,0.09,1.03,AWPer
Lukki,Lucas Pilheden,,23 years,15622,0.512,15631,1.0,72.4,3.0,893,23437,0.67,0.13,0.67,0.12,0.12,0.99,AWPer
Dosia,Mihail Stolyarov,Forward,34 years,25481,0.48100000000000004,25268,1.01,73.6,5.5,1450,38010,0.67,0.15,0.66,0.08,0.08,0.99,Support
ryotzz,Leon Felipe,,29 years,7922,0.37200000000000005,8076,0.98,80.4,5.9,447,11613,0.68,0.18,0.7,0.1,0.09,1.08,In-Game Leader
apocdud,Tom Henry,e-LEMON-ators,24 years,13603,0.373,13659,1.0,75.4,5.6,777,20060,0.68,0.14,0.68,0.1,0.1,1.05,Support
NEKIZ,Gabriel Schenato,paiN,27 years,18523,0.48,18656,0.99,74.9,3.9,1039,27367,0.68,0.13,0.68,0.1,0.1,0.99,AWPer
Stev0se,Steven Rombaut,EC Brugge,29 years,8762,0.326,8872,0.99,71.1,3.1,478,12683,0.69,0.1,0.7,0.08,0.09,1.02,AWPer
J1rah,Jireh Youakim,,22 years,13817,0.461,13846,1.0,72.9,4.6,803,20826,0.66,0.13,0.66,0.1,0.08,1.04,AWPer
DAVEY,David Stafford,,26 years,14132,0.413,14426,0.98,76.7,2.8,801,20713,0.68,0.14,0.7,0.08,0.08,0.98,Support
stellar,Brenden McGrath,,26 years,7396,0.457,7370,1.0,76.2,4.3,427,10968,0.67,0.13,0.67,0.1,0.1,1.05,AWPer
Xizt,Richard Landström,Heroic,31 years,28491,0.46799999999999997,27984,1.02,70.4,5.0,1665,42830,0.67,0.17,0.65,0.1,0.1,0.98,In-Game Leader
kory,Kornél Szedlár,Sangal,24 years,11552,0.54,11658,0.99,76.6,5.1,625,16767,0.69,0.14,0.7,0.11,0.11,1.06,Support
bubble,Kamen Kostadinov,VOYVODA,31 years,39942,0.41700000000000004,39535,1.01,74.1,5.2,2293,60236,0.66,0.15,0.66,0.1,0.1,0.98,Support
Jonji,Jonathan Carey,EG White,23 years,20050,0.408,20567,0.97,80.9,6.8,1121,28701,0.7,0.17,0.72,0.11,0.08,1.09,In-Game Leader
RUBINO,Ruben Villarroel,,28 years,17632,0.525,17802,0.99,71.7,2.3,998,26140,0.67,0.13,0.68,0.1,0.09,0.98,AWPer
AdreN,Dauren Kystaubayev,,33 years,31357,0.488,31574,0.99,75.9,5.3,1767,46454,0.68,0.15,0.68,0.08,0.07,0.98,Support
ZEDKO,Jindřich Chyba,SINNERS,24 years,22856,0.528,22849,1.0,73.5,4.3,1292,34305,0.67,0.12,0.67,0.09,0.09,0.98,AWPer
ryann,Ryan Welsh,,22 years,12192,0.551,12461,0.98,73.9,3.0,697,17857,0.68,0.12,0.7,0.12,0.1,1.04,AWPer
Spiidi,Timo Richter,ALTERNATE aTTaX,27 years,37374,0.40399999999999997,37135,1.01,73.9,5.0,2152,57281,0.65,0.15,0.65,0.09,0.09,0.98,Support
Zix,Krasen Minchev,,24 years,7076,0.544,7242,0.98,75.0,4.4,400,10329,0.69,0.14,0.7,0.12,0.11,1.04,Support
larsen,Sebastian Larsen,Tricked,25 years,10873,0.304,10800,1.01,70.0,4.3,623,16519,0.66,0.1,0.65,0.09,0.07,0.98,AWPer
DeathZz,Raúl Jordán Nieto,,27 years,9651,0.491,9634,1.0,73.6,3.6,553,14739,0.65,0.13,0.65,0.09,0.1,1.02,AWPer
DeadFox,Bence Böröcz,,28 years,13856,0.384,13910,1.0,69.5,3.5,807,21060,0.66,0.13,0.66,0.1,0.11,0.98,AWPer
Furlan,Damian Kislowski,AGO,28 years,39026,0.53,39818,0.98,76.2,5.3,2170,57770,0.68,0.14,0.69,0.1,0.09,0.98,Support
djay,Jonathan Dallal,ATK,29 years,16395,0.47700000000000004,16529,0.99,74.2,4.1,939,24305,0.67,0.14,0.68,0.11,0.11,1.03,Support
zende,Erik Sundeqvist,,28 years,7064,0.47700000000000004,7065,1.0,74.1,3.4,397,10444,0.68,0.13,0.68,0.09,0.11,0.98,AWPer
Daffu,Jakob Schildt,,25 years,12656,0.513,12553,1.01,72.8,4.6,717,19219,0.66,0.13,0.65,0.12,0.13,1.04,AWPer
Fadey,Rhys Armstrong,,24 years,14749,0.545,15201,0.97,75.8,3.7,830,21364,0.69,0.13,0.71,0.11,0.1,0.98,AWPer
anger,Todd Williams,,35 years,12065,0.509,12294,0.98,74.2,3.5,682,17700,0.68,0.14,0.69,0.1,0.1,0.98,Support
propleh,Dmitriy Senigov,NASR,26 years,7435,0.49200000000000005,7470,1.0,74.5,4.2,419,11133,0.67,0.14,0.67,0.1,0.11,1.04,Support
reversive,Roberto Themtham,,30 years,12040,0.43700000000000006,12090,1.0,74.7,4.5,690,18069,0.67,0.14,0.67,0.1,0.1,0.98,Support
raalz,Rasmus Steensborg,Copenhagen Flames,27 years,19423,0.574,19658,0.99,72.0,5.2,1076,29298,0.66,0.12,0.67,0.11,0.11,0.98,AWPer
tifa,Thiago França,,26 years,7090,0.457,7199,0.98,74.3,3.6,407,10476,0.68,0.14,0.69,0.09,0.1,0.98,Support
jnt,Jhonatan Silva,Sharks,28 years,11256,0.35200000000000004,11053,1.02,68.5,4.1,680,17620,0.64,0.11,0.63,0.09,0.09,1.03,AWPer
Perfecto,Ilya Zalutskiy,Natus Vincere,23 years,13180,0.462,12767,1.03,69.9,4.7,800,21177,0.62,0.13,0.6,0.09,0.09,1.03,Lurker
sXe,Cristian Niță,,25 years,10478,0.431,10635,0.99,73.8,3.0,605,15708,0.67,0.13,0.68,0.1,0.1,0.98,AWPer
Ex3rcice,Pierre Bulinge,HEET,23 years,7770,0.544,7822,0.99,70.3,4.0,444,11952,0.65,0.11,0.65,0.09,0.1,1.01,AWPer
JACKZ,Audric Jug,HEET,30 years,20859,0.581,21182,0.98,73.2,3.3,1181,31439,0.66,0.13,0.67,0.1,0.1,0.98,AWPer
gla1ve,Lukas Rossander,Astralis,27 years,31018,0.466,31093,1.0,74.4,6.1,1788,47160,0.66,0.16,0.66,0.1,0.08,0.98,Support
Sapec,Anton Palmgren,EYEBALLERS,20 years,11252,0.522,11600,0.97,76.6,5.6,613,16439,0.68,0.14,0.71,0.11,0.09,1.05,Support
Llamas,Luke Merchant,,23 years,7735,0.493,7770,1.0,70.7,3.3,459,11767,0.66,0.12,0.66,0.1,0.11,1.01,AWPer
manguss,Robert Kasper,Enterprise,21 years,7152,0.409,7079,1.01,72.6,4.5,406,10945,0.65,0.12,0.65,0.07,0.1,1.02,AWPer
notaN,Anton Pedersen,Sashi,22 years,10219,0.489,10297,0.99,72.8,5.6,586,15635,0.65,0.14,0.66,0.11,0.11,0.98,Support
DemQQ,Sergiy Demchenko,Monte,21 years,9746,0.53,9787,1.0,74.9,5.1,556,14717,0.66,0.14,0.67,0.1,0.09,1.05,Support
prt,Matheus Scuvero,TropiCaos,25 years,13467,0.531,13568,0.99,72.9,3.0,777,20147,0.67,0.12,0.67,0.11,0.11,1.03,AWPer
syken,Thilo Phan,,26 years,7450,0.578,7698,0.97,74.1,3.3,413,10832,0.69,0.12,0.71,0.11,0.11,0.98,AWPer
BURNRUOk,Callum Henderson,,27 years,15228,0.507,15746,0.97,76.9,3.7,860,22168,0.69,0.14,0.71,0.09,0.08,0.98,Support
Radifaction,Haakon Tholo,Oilers,24 years,9177,0.499,9339,0.98,75.3,3.4,509,13632,0.67,0.13,0.69,0.09,0.09,1.03,AWPer
kwezz,Oliver Rasmussen,Tricked,22 years,14917,0.5539999999999999,15027,0.99,71.8,4.6,853,22937,0.65,0.11,0.66,0.09,0.09,1.01,AWPer
BIT,Bruno Fukuda Lima,MIBR,32 years,12432,0.48200000000000004,12385,1.0,74.3,5.6,735,19001,0.65,0.15,0.65,0.11,0.09,0.98,Support
Boombl4,Kirill Mikhailov,1WIN,24 years,19404,0.414,19845,0.98,75.9,4.6,1098,29092,0.67,0.14,0.68,0.09,0.08,1.04,Support
Sergiz,Sergey Atamanchuk,Doge Soldiers,22 years,7947,0.519,7849,1.01,72.6,5.1,465,12322,0.64,0.13,0.64,0.08,0.09,1.03,AWPer
RuStY,Alfred Karlsson,GODSENT,25 years,26429,0.529,26597,0.99,73.3,4.4,1469,39863,0.66,0.13,0.67,0.1,0.1,1.03,AWPer
PERCY,Martin Wessel,CEPTER,28 years,18414,0.585,18795,0.98,73.5,4.2,1032,27424,0.67,0.12,0.69,0.09,0.09,0.98,AWPer
NickelBack,Aleksei Trofimov,1WIN,25 years,26151,0.39899999999999997,26365,0.99,75.3,6.4,1484,39647,0.66,0.16,0.66,0.11,0.1,1.05,Support
ice,Aman Seitkaliyev,,22 years,9096,0.575,9358,0.97,74.0,3.7,504,13509,0.67,0.12,0.69,0.11,0.11,1.02,AWPer
RUSH,William Wierzba,EG Black,28 years,25824,0.474,26190,0.99,72.0,3.9,1491,39020,0.66,0.15,0.67,0.11,0.1,0.98,Support
sinnopsyy,Dionis Budeci,Bad News Eagles,27 years,13897,0.5670000000000001,14524,0.96,78.8,5.7,752,20221,0.69,0.14,0.72,0.08,0.07,1.03,Support
FinigaN,Vladislav Usov,,24 years,9648,0.5,9544,1.01,70.3,4.7,560,15074,0.64,0.12,0.63,0.1,0.1,1.03,AWPer
blocker,Yanko Panov,,25 years,16276,0.495,16799,0.97,76.8,4.9,895,23790,0.68,0.15,0.71,0.11,0.12,1.04,Support
RpK,Cédric Guipouy,,33 years,26056,0.507,26673,0.98,72.1,2.9,1499,39100,0.67,0.13,0.68,0.11,0.11,0.97,AWPer
prosus,David Hesse,BIG Academy,19 years,7246,0.557,7483,0.97,74.6,5.1,408,10777,0.67,0.13,0.69,0.11,0.11,1.03,AWPer
isak,Isak Fahlén,GamerLegion,21 years,11825,0.494,11966,0.99,72.7,5.0,671,18150,0.65,0.13,0.66,0.09,0.09,1.02,AWPer
WOOD7,Adriano Cerato,Fluxo,27 years,11175,0.299,10885,1.03,69.9,5.9,671,17550,0.64,0.12,0.62,0.09,0.07,1.03,
mono,Michał Gabszewicz,,27 years,11692,0.447,11716,1.0,75.5,5.7,665,17776,0.66,0.13,0.66,0.07,0.09,0.97,AWPer
SHOOWTiME,Gustavo Gonçalves,Flamengo,25 years,18347,0.449,18784,0.98,75.2,4.4,1050,27217,0.67,0.14,0.69,0.1,0.1,0.97,Support
jmqa,Savelii Bragin,,25 years,16152,0.51,16425,0.98,73.8,4.4,922,24189,0.67,0.13,0.68,0.09,0.08,0.97,AWPer
DeStRoYeR,JiaMing Gu,Invictus,28 years,10730,0.423,10965,0.98,74.2,2.7,600,15845,0.68,0.12,0.69,0.09,0.09,0.97,AWPer
doto,Joonas Forss,HAVU,27 years,13750,0.5429999999999999,14113,0.97,74.4,4.8,773,20811,0.66,0.14,0.68,0.09,0.09,0.97,Support
seb,Sebastian Bucki,,31 years,10456,0.455,10680,0.98,76.0,4.1,603,15586,0.67,0.15,0.69,0.11,0.11,0.97,Support
leman,Eryk Kocęba,,26 years,10285,0.514,10487,0.98,72.2,4.0,580,15648,0.66,0.13,0.67,0.11,0.12,0.97,AWPer
kUcheR,Emil Akhundov,,34 years,14944,0.44,15089,0.99,74.2,2.6,852,22314,0.67,0.15,0.68,0.1,0.1,0.97,Support
droid,Damian Boulware,timbermen,22 years,8288,0.46399999999999997,8387,0.99,73.2,6.5,483,12434,0.67,0.13,0.67,0.1,0.11,1.02,AWPer
SPELLAN,Teodor Nikolov,TENSTAR,25 years,25435,0.395,25802,0.99,73.9,5.4,1486,38905,0.65,0.13,0.66,0.08,0.08,1.03,AWPer
stk,Anupong Mueangngam,LZ,26 years,10034,0.42,10257,0.98,74.5,3.0,591,15136,0.66,0.15,0.68,0.13,0.11,1.05,Support
oskarish,Oskar Stenborowski,,25 years,19656,0.504,20056,0.98,71.0,4.3,1122,30064,0.65,0.12,0.67,0.1,0.1,0.97,AWPer
ELUSIVE,Ruan van Wyk,,29 years,6410,0.439,6354,1.01,69.6,3.6,397,10059,0.64,0.14,0.63,0.1,0.11,0.97,Support
f4stzin,Arthur Schmitt,Flamengo,24 years,7510,0.556,7816,0.96,74.8,2.8,408,11008,0.68,0.13,0.71,0.1,0.09,1.03,AWPer
SOKER,Aitor Fernández,,29 years,11508,0.426,11950,0.96,75.8,2.8,645,16934,0.68,0.15,0.71,0.12,0.11,0.97,Support
byr9,Yaroslav Buryak,IKLA,24 years,8565,0.5479999999999999,8744,0.98,75.3,5.3,482,13142,0.65,0.14,0.67,0.1,0.09,1.05,Support
DEVIL,Timothée Démolon,UBITEAM,28 years,11006,0.48200000000000004,11297,0.97,73.3,3.7,636,16582,0.66,0.13,0.68,0.1,0.09,0.97,AWPer
gabesson,Gábor Málovics,,32 years,7943,0.42100000000000004,8207,0.97,76.0,4.6,441,11654,0.68,0.16,0.7,0.11,0.11,0.97,Support
MAIROLLS,Maitri Sukrob,,24 years,8578,0.491,8804,0.97,73.2,3.5,498,12894,0.67,0.13,0.68,0.1,0.1,1.02,AWPer
PKL,Vinicios Coelho,paiN,28 years,20908,0.518,21349,0.98,74.1,4.1,1221,31922,0.65,0.15,0.67,0.1,0.09,0.97,Support
Mayker,Daryl May,,24 years,7380,0.491,7600,0.97,72.9,4.6,433,11216,0.66,0.13,0.68,0.1,0.1,1.01,AWPer
PR1mE,Mathias Carlsen,Tricked,21 years,11541,0.54,11892,0.97,72.7,4.6,641,17294,0.67,0.11,0.69,0.09,0.1,1.0,AWPer
KHRN,Jesse Grandell,,33 years,15822,0.48,16067,0.98,71.0,4.7,935,24443,0.65,0.14,0.66,0.1,0.1,0.97,Support
Leaf,Sattawut Reathong,,28 years,6618,0.442,6689,0.99,72.1,3.5,398,10120,0.65,0.13,0.66,0.09,0.08,1.02,AWPer
Keoz,Nicolas Dgus,GamerLegion,22 years,16335,0.546,17131,0.95,74.7,4.9,911,24286,0.67,0.13,0.71,0.1,0.09,1.02,AWPer
reltuC,Stephen Cutler,,34 years,14788,0.405,14862,1.0,73.3,3.7,865,22664,0.65,0.15,0.66,0.09,0.1,0.97,Support
Hyper,Bartosz Wolny,,33 years,11144,0.418,11311,0.99,69.9,2.8,646,16949,0.66,0.12,0.67,0.08,0.08,0.96,AWPer
chopper,Leonid Vishnyakov,Spirit,26 years,20359,0.5710000000000001,20790,0.98,72.0,4.4,1179,31302,0.65,0.13,0.66,0.1,0.09,0.96,AWPer
Kristou,Kristoffer Aamand,Astralis Talent,21 years,8377,0.428,8719,0.96,68.2,3.4,481,12826,0.65,0.09,0.68,0.09,0.08,1.0,
LUCAS1,Lucas Teles,,27 years,16073,0.47,16554,0.97,76.6,3.9,943,24480,0.66,0.16,0.68,0.1,0.09,0.96,Support
SADDYX,Tuomas Louhimaa,temp,21 years,11526,0.47700000000000004,11867,0.97,74.7,6.0,653,17513,0.66,0.14,0.68,0.1,0.1,1.03,Support
Maniac,Mathieu Quiquerez,,32 years,14478,0.39399999999999996,14866,0.97,74.4,2.1,837,22049,0.66,0.14,0.67,0.08,0.08,0.96,Support
Queenix,Jonas Dideriksen,ECSTATIC,23 years,10805,0.562,11058,0.98,70.8,4.7,631,17001,0.64,0.12,0.65,0.11,0.11,1.01,AWPer
niki1,Nikolay Pantaleev,500,32 years,19978,0.486,20675,0.97,75.6,6.6,1158,30330,0.66,0.16,0.68,0.1,0.09,0.96,Support
bodito,Patrik Boda,Rapid Ninjas,25 years,8647,0.465,9068,0.95,74.6,3.6,478,12798,0.68,0.14,0.71,0.11,0.1,0.96,Support
seized,Denis Kostin,9 Pandas,28 years,27268,0.45899999999999996,28044,0.97,72.4,5.4,1566,41279,0.66,0.15,0.68,0.08,0.07,0.96,Support
kaper,Kacper Słoma,GRAFICIARZE,27 years,9154,0.442,9322,0.98,72.1,3.8,536,14240,0.64,0.14,0.65,0.1,0.1,1.02,Support
SmithZz,Edouard Dubourdeaux,Nakama,34 years,19827,0.414,20390,0.97,66.0,2.3,1168,30301,0.65,0.14,0.67,0.1,0.08,0.96,Support
Drea3er,ZhiTao Zhang,,28 years,7240,0.5379999999999999,7614,0.95,73.7,2.7,418,10753,0.67,0.13,0.71,0.09,0.1,1.01,AWPer
The eLiVe,Erik Sith,Sampi,24 years,10952,0.518,11246,0.97,72.2,5.0,624,16971,0.65,0.13,0.66,0.1,0.09,1.01,AWPer
misutaaa,Kévin Rabier,Falcons,20 years,10021,0.5329999999999999,10398,0.96,69.2,3.0,583,15618,0.64,0.11,0.67,0.12,0.11,1.01,AWPer
stanislaw,Peter Jarguz,EG Black,28 years,23607,0.475,24091,0.98,73.0,6.0,1414,36625,0.64,0.14,0.66,0.1,0.09,0.96,Support
phr,Tomasz Wójcik,,26 years,24084,0.532,24585,0.98,72.9,5.8,1384,37015,0.65,0.13,0.66,0.09,0.09,1.02,AWPer
maeVe,Lasse Elgaard,,33 years,8154,0.405,8285,0.98,72.3,3.5,487,12606,0.65,0.14,0.66,0.08,0.07,0.96,Support
w1nt3r,Alikhan Kopzhanov,AVANGAR,25 years,10771,0.494,10968,0.98,72.3,4.0,626,16747,0.64,0.12,0.65,0.09,0.1,1.0,AWPer
Surreal,Kia Man,Endpoint,26 years,27993,0.44,28882,0.97,71.9,3.3,1636,42976,0.65,0.13,0.67,0.1,0.09,0.96,AWPer
starix,Sergey Ischuk,Aurora,35 years,10985,0.47700000000000004,11296,0.97,72.9,3.9,640,16850,0.65,0.13,0.67,0.09,0.09,0.96,AWPer
expro,Heng Yang,Lynn Vision,24 years,8967,0.447,9269,0.97,75.7,4.7,503,13330,0.67,0.14,0.7,0.1,0.09,1.03,Support
HOLMES,Petar Dimitrijević,,30 years,8127,0.447,8494,0.96,77.9,4.5,462,12092,0.67,0.15,0.7,0.1,0.1,0.96,Support
ProbLeM,Dmitriy Martinov,Forward,24 years,11013,0.48700000000000004,11351,0.97,73.8,4.9,621,16852,0.65,0.13,0.67,0.1,0.1,1.02,AWPer
JazzPimp,Dominick Dimpfel,Nouns,25 years,8862,0.539,9224,0.96,74.7,3.6,496,13025,0.68,0.14,0.71,0.1,0.11,1.01,Support
xms,Alexandre Forté,,25 years,12206,0.59,12830,0.95,71.0,2.9,712,18783,0.65,0.12,0.68,0.11,0.1,0.96,AWPer
Uber,Michael Stapells,,26 years,6674,0.502,6973,0.96,73.6,3.9,398,10027,0.67,0.14,0.7,0.12,0.11,0.96,Support
Marek,Tzu-Chi Huang,YK,29 years,7492,0.515,7757,0.97,72.4,3.7,439,11573,0.65,0.13,0.67,0.09,0.1,0.96,AWPer
Kairi,David de Miguel,,34 years,6789,0.37799999999999995,7025,0.97,73.9,6.0,407,10374,0.65,0.15,0.68,0.1,0.09,0.96,Support
glow,Min-Soo Kim,,34 years,6438,0.519,6537,0.98,69.5,3.2,395,10045,0.64,0.12,0.65,0.11,0.11,1.01,AWPer
TMB,Thomas Bundsbæk,Copenhagen Flames,21 years,15171,0.473,15839,0.96,76.9,7.5,858,23036,0.66,0.16,0.69,0.11,0.09,1.04,Support
nafany,Vladislav Gorshkov,Cloud9,21 years,16392,0.508,17233,0.95,74.1,4.9,934,24838,0.66,0.14,0.69,0.1,0.08,1.03,Support
Kvik,Aurimas Kvakšys,Kalbos Egzaminas,27 years,13755,0.42700000000000005,14443,0.95,75.1,3.8,785,20509,0.67,0.14,0.7,0.1,0.1,0.96,Support
LOGAN,Logan Corti,,24 years,10091,0.552,10391,0.97,70.6,2.6,590,15692,0.64,0.12,0.66,0.1,0.1,1.01,AWPer
smF,Danni Dyg,CEPTER,30 years,13994,0.562,14376,0.97,69.5,4.6,838,21953,0.64,0.13,0.65,0.11,0.11,0.96,AWPer
Aleksib,Aleksi Virolainen,Ninjas in Pyjamas,25 years,18287,0.39399999999999996,18747,0.98,74.2,8.5,1080,28650,0.64,0.17,0.65,0.11,0.1,0.96,In-Game Leader
Walco,Colby Walsh,EG Black,21 years,10261,0.5660000000000001,10805,0.95,73.2,7.5,590,15639,0.66,0.13,0.69,0.1,0.09,1.01,AWPer
RZU,Jeff Ngo,,22 years,8905,0.523,9459,0.94,73.9,3.7,502,13085,0.68,0.12,0.72,0.1,0.1,1.01,AWPer
tiziaN,Tizian Feldbusch,BIG Academy,26 years,30155,0.561,31121,0.97,71.2,4.6,1785,47248,0.64,0.13,0.66,0.09,0.09,0.96,AWPer
kraghen,Tobias Kragh Jensen,ECSTATIC,20 years,7087,0.466,7408,0.96,76.8,5.5,396,10653,0.67,0.14,0.7,0.1,0.11,1.03,Support
nosraC,Carson O'Reilly,Nouns,22 years,10774,0.49700000000000005,11257,0.96,74.2,6.1,618,16367,0.66,0.14,0.69,0.09,0.08,1.02,Support
0i,ZhiWei Liu,Invictus,26 years,8662,0.5579999999999999,9099,0.95,73.3,3.3,492,12863,0.67,0.13,0.71,0.1,0.1,1.0,AWPer
ponczek,Patryk Wites,,27 years,9982,0.441,10230,0.98,70.6,4.1,585,15685,0.64,0.13,0.65,0.09,0.08,1.01,AWPer
nbl,Nabil Aleua,VELOX,26 years,10437,0.516,10960,0.95,72.1,3.6,611,15786,0.66,0.13,0.69,0.11,0.1,0.96,AWPer
YJ,Lucas Yuji,,27 years,8424,0.41600000000000004,8495,0.99,71.0,4.1,514,13425,0.63,0.13,0.63,0.07,0.08,1.0,AWPer
kinqie,Semyon Lisitsyn,SUN,31 years,11139,0.5710000000000001,11746,0.95,74.7,4.6,632,16798,0.66,0.13,0.7,0.11,0.09,0.95,AWPer
oxygeN,Blagoi Dimitrov,VOYVODA,19 years,10312,0.589,10713,0.96,68.7,4.1,604,16295,0.63,0.11,0.66,0.1,0.08,1.01,AWPer
NEO,Filip Kubski,HONORIS,35 years,34508,0.37799999999999995,36066,0.96,72.1,5.9,2037,53165,0.65,0.16,0.68,0.09,0.08,0.95,Support
dezon,Adam Wahlqvist,,25 years,9363,0.524,9611,0.97,70.0,4.8,555,14946,0.63,0.13,0.64,0.09,0.1,1.01,AWPer
SEMINTE,Valentin Bodea,,25 years,12709,0.493,13310,0.95,71.5,3.0,737,19460,0.65,0.12,0.68,0.09,0.09,0.95,AWPer
