Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating,Role
denis,Denis Howell,,28 years,32914,0.44299999999999995,34777,0.95,75.1,3.7,1840,48974,0.67,0.14,0.71,0.1,0.09,0.95,Support
alexRr,Alexander Frisch,,27 years,7438,0.39799999999999996,7992,0.93,72.6,3.8,433,11346,0.66,0.12,0.7,0.09,0.07,0.95,AWPer
dumz,Miran Matković,,27 years,7889,0.484,8209,0.96,71.2,3.1,455,12074,0.65,0.12,0.68,0.1,0.09,0.95,AWPer
tahsiN,Tahsin Broschk,Entropy,32 years,10491,0.447,11162,0.94,72.6,5.0,606,15760,0.67,0.14,0.71,0.09,0.08,0.95,Support
MAJ3R,Engin Küpeli,Eternal Fire,32 years,19599,0.48100000000000004,20271,0.97,73.4,5.1,1157,30434,0.64,0.14,0.67,0.08,0.08,0.95,Support
rafftu,Kostadin Turbinov,,23 years,9489,0.511,9922,0.96,71.8,3.5,541,14489,0.65,0.13,0.68,0.12,0.11,1.01,AWPer
friberg,Adam Friberg,,31 years,33244,0.473,34978,0.95,70.4,5.1,1966,51219,0.65,0.16,0.68,0.11,0.09,0.95,Support
Grus,Sander Iversen,,25 years,10906,0.635,11737,0.93,73.4,5.2,603,16427,0.66,0.12,0.71,0.1,0.09,1.01,AWPer
Snappi,Marco Pfeiffer,ENCE,32 years,28654,0.455,29823,0.96,72.5,4.6,1672,44189,0.65,0.13,0.67,0.09,0.08,0.95,AWPer
Console,Mads Skovby,,27 years,11948,0.395,12530,0.95,74.0,3.2,708,18612,0.64,0.15,0.67,0.11,0.09,0.95,Support
CONNOR93,Connor Glover,,29 years,7738,0.517,8195,0.94,72.8,2.7,449,11544,0.67,0.12,0.71,0.11,0.1,0.95,AWPer
soju_j,Jay Jeong,,25 years,9148,0.41200000000000003,9558,0.96,72.1,4.2,554,14231,0.64,0.14,0.67,0.11,0.1,1.01,Support
KrizzeN,Aidyn Turlybekov,,23 years,12720,0.5489999999999999,13088,0.97,71.4,3.9,763,20020,0.64,0.14,0.65,0.1,0.09,1.01,Support
H4RR3,Haris Hadzic,Metizport,25 years,12193,0.502,13005,0.94,75.1,4.7,689,18503,0.66,0.14,0.7,0.12,0.1,1.03,Support
dERZKIY,Igor Radosavlevich,SHIPACHI,26 years,7217,0.539,7623,0.95,72.0,2.3,419,10917,0.66,0.13,0.7,0.1,0.11,0.95,AWPer
devoduvek,David Dobrosavljevic,Mixfits,28 years,11768,0.494,12416,0.95,75.5,3.6,681,18075,0.65,0.15,0.69,0.1,0.09,0.95,Support
steel,Lucas Lopes,Case,29 years,24979,0.409,25976,0.96,71.6,3.7,1485,38852,0.64,0.13,0.67,0.1,0.09,0.95,AWPer
AcilioN,Asger Larsen,undefined,26 years,30836,0.44,32374,0.95,72.5,4.4,1806,47619,0.65,0.15,0.68,0.11,0.09,0.95,Support
flashie,Viktor Tamás Bea,CLG Red,27 years,10179,0.419,10697,0.95,72.3,3.8,594,15719,0.65,0.14,0.68,0.1,0.09,0.95,Support
maNkz,Marcus Kjeldsen,ECSTATIC,24 years,14552,0.525,15365,0.95,73.0,5.0,842,22683,0.64,0.14,0.68,0.12,0.11,1.02,Support
beastik,Sebastian Daňo,SINNERS,25 years,15062,0.5489999999999999,15946,0.94,70.5,4.7,883,23699,0.64,0.13,0.67,0.1,0.07,1.0,AWPer
strux1,Hendrik Goetzendorff,,32 years,6648,0.363,6894,0.96,76.0,1.8,403,10276,0.65,0.14,0.67,0.09,0.09,0.95,Support
caike,Caike Costa,,28 years,9117,0.42700000000000005,9592,0.95,71.1,4.0,537,14117,0.65,0.14,0.68,0.1,0.09,0.95,Support
darko,Kacper Ściera,PGE Turow,25 years,14878,0.449,15778,0.94,74.8,6.6,839,22759,0.65,0.14,0.69,0.1,0.09,1.02,Support
ecfN,Lukas Kauer,,27 years,7387,0.5379999999999999,7858,0.94,75.1,3.1,426,11214,0.66,0.14,0.7,0.12,0.11,0.95,Support
RAiLWAY,Artem Gradovich,Boston crab,27 years,9529,0.531,10301,0.93,76.0,4.9,523,14108,0.68,0.13,0.73,0.09,0.08,1.0,AWPer
Inzta,Peter Kragelund,,29 years,12779,0.439,13628,0.94,72.5,2.6,754,19798,0.65,0.14,0.69,0.1,0.09,0.94,Support
uNdo,Alexander Kiziukevich,,27 years,7217,0.5429999999999999,7588,0.95,70.3,2.8,431,11262,0.64,0.12,0.67,0.08,0.09,0.94,AWPer
Karsa,QiFang Su,,30 years,7412,0.48700000000000004,7731,0.96,70.4,3.7,461,11782,0.63,0.14,0.66,0.1,0.09,0.94,Support
kzy,Oliver Heck,,32 years,16491,0.47600000000000003,17326,0.95,72.6,4.8,991,25840,0.64,0.14,0.67,0.09,0.09,0.94,Support
Fifflaren,Robin Johansson,,35 years,7894,0.375,7934,0.99,91.7,6.2,538,13220,0.6,0.15,0.6,0.04,0.16,0.94,Support
SileNt,Samuel Portillo,,27 years,10751,0.361,11539,0.93,70.9,2.6,624,16235,0.66,0.12,0.71,0.1,0.09,0.94,AWPer
TOAO,Mateusz Zawistowski,Illuminar,26 years,21053,0.48100000000000004,22239,0.95,69.4,4.7,1242,33234,0.63,0.12,0.67,0.09,0.08,0.99,AWPer
TaZ,Wiktor Wojtas,HONORIS,36 years,39598,0.513,41731,0.95,67.4,2.5,2334,61480,0.64,0.13,0.68,0.11,0.09,0.94,AWPer
BRACE,Toby Barnes,VERTEX,23 years,7731,0.48,8226,0.94,70.6,5.8,467,12059,0.64,0.13,0.68,0.1,0.09,0.99,AWPer
boX,Anton Burko,Websterz,28 years,23349,0.43700000000000006,24798,0.94,75.1,5.9,1356,36206,0.64,0.16,0.68,0.1,0.08,1.04,Support
Twixie,Samuli Herrala,,20 years,13187,0.48,13967,0.94,71.6,5.2,767,20821,0.63,0.13,0.67,0.1,0.09,1.0,AWPer
Shakezullah,Alan Hardeman,,25 years,13736,0.423,14186,0.97,68.8,5.1,859,22364,0.61,0.13,0.63,0.1,0.08,1.0,AWPer
Rock1nG,Ivan Stratiev,Prosapia,26 years,15879,0.552,17021,0.93,73.8,5.0,923,24313,0.65,0.14,0.7,0.1,0.09,1.01,Support
tonyblack,Anton Kolesnikov,,30 years,13828,0.486,14553,0.95,69.6,3.8,826,21699,0.64,0.13,0.67,0.08,0.08,0.94,AWPer
arch,Vladyslav Svistov,,26 years,10295,0.49,10953,0.94,72.7,2.2,593,15530,0.66,0.13,0.71,0.1,0.1,0.94,AWPer
Duplicate,Viktor Mitev,Partizan,21 years,15165,0.513,16163,0.94,72.5,6.4,898,23973,0.63,0.14,0.67,0.1,0.1,1.01,Support
interz,Timofey Yakushin,,22 years,13894,0.495,14053,0.99,62.8,5.0,908,24175,0.57,0.12,0.58,0.1,0.1,0.99,
kade0,Aidos Khairzhan,,23 years,6697,0.5379999999999999,7130,0.94,68.9,3.4,396,10735,0.62,0.11,0.66,0.08,0.08,0.97,AWPer
RIZZZ,Rui Lima,Fourteen,30 years,7240,0.521,7806,0.93,71.0,3.8,434,11367,0.64,0.13,0.69,0.12,0.11,1.0,AWPer
JT,Johnny Theodosiou,Complexity,23 years,19178,0.48700000000000004,20461,0.94,71.6,4.7,1167,30312,0.63,0.14,0.68,0.12,0.11,1.01,Support
LOMME,Frederik Nielsen,,29 years,10221,0.425,10753,0.95,72.0,4.5,623,16172,0.63,0.15,0.66,0.1,0.09,0.94,Support
Ex6TenZ,Kévin Droolans,,32 years,22665,0.415,23729,0.96,74.8,4.0,1393,36352,0.62,0.15,0.65,0.09,0.08,0.94,Support
ub1que,Alexey Polivanov,,30 years,8319,0.418,8815,0.94,73.3,3.1,491,12691,0.66,0.13,0.69,0.09,0.09,0.94,AWPer
Sidney,Patryk Korab,,24 years,10096,0.498,10671,0.95,71.6,6.8,603,16222,0.62,0.14,0.66,0.09,0.09,1.0,Support
arvid,Tony Niemelä,,26 years,16681,0.445,17955,0.93,72.6,4.4,963,25840,0.65,0.14,0.69,0.1,0.1,0.94,Support
Noisia,Alec Gulabovski,,26 years,9682,0.43700000000000006,10298,0.94,72.5,4.8,579,15033,0.64,0.14,0.69,0.09,0.08,0.99,Support
ngiN,Engin Kor,,29 years,16499,0.45299999999999996,17247,0.96,68.4,4.1,1025,26895,0.61,0.13,0.64,0.09,0.09,0.94,AWPer
forget,Lei Li,,33 years,7723,0.503,8457,0.91,75.3,4.3,442,11512,0.67,0.14,0.73,0.1,0.08,0.94,Support
Patrick,Ivan Ivanov,500,24 years,8490,0.562,9208,0.92,71.6,4.3,485,13109,0.65,0.13,0.7,0.1,0.1,0.99,AWPer
repo,Karol Cybulski,,25 years,8647,0.466,9304,0.93,69.4,3.8,505,13254,0.65,0.13,0.7,0.1,0.09,0.94,AWPer
EXUS,Konrad Jeńczeń,,25 years,16285,0.43,17534,0.93,71.2,3.6,942,25185,0.65,0.13,0.7,0.09,0.09,0.94,AWPer
ztr,Erik Gustafsson,GODSENT,19 years,9143,0.504,9816,0.93,71.7,5.2,529,14232,0.64,0.12,0.69,0.1,0.1,0.98,AWPer
dan1,Daniel Gligorov,BLUEJAYS,23 years,7485,0.483,8025,0.93,68.8,4.2,444,11911,0.63,0.12,0.67,0.09,0.1,0.97,AWPer
tutehen,Matias Canale,VELOX,30 years,7365,0.461,7787,0.95,70.9,4.4,450,11640,0.63,0.14,0.67,0.11,0.11,0.93,Support
Polly,Pål Kammen,,31 years,7646,0.41200000000000003,8257,0.93,62.6,2.9,461,11987,0.64,0.12,0.69,0.09,0.07,0.93,AWPer
kiR,Andreas Kirstein,MASONIC,22 years,12141,0.614,13225,0.92,71.4,4.2,696,18746,0.65,0.11,0.71,0.1,0.1,0.98,AWPer
hutji,Pavel Lashkov,,27 years,7719,0.484,8383,0.92,72.0,4.0,453,12010,0.64,0.14,0.7,0.1,0.1,0.93,Support
crisby,Christian Schmitt,,31 years,20610,0.544,22423,0.92,71.5,3.4,1209,31542,0.65,0.13,0.71,0.11,0.1,0.93,AWPer
neaLaN,Sanzhar Iskhakov,Evil Geniuses,22 years,19628,0.5579999999999999,21091,0.93,73.9,4.8,1134,30303,0.65,0.13,0.7,0.09,0.09,1.0,AWPer
SkulL,Jordan Newland,Antic,25 years,11045,0.425,12170,0.91,75.7,5.7,644,16817,0.66,0.15,0.72,0.11,0.1,1.01,Support
emi,Luka Vuković,Partizan,29 years,19415,0.521,20915,0.93,72.2,5.8,1165,30533,0.64,0.15,0.68,0.12,0.1,0.93,Support
matty,Mateusz Kołodziejczyk,,27 years,10526,0.406,11362,0.93,75.6,6.0,617,16381,0.64,0.16,0.69,0.1,0.11,0.93,Support
aVN,Filip Belojica,Zero Tenacity,26 years,10652,0.526,11434,0.93,69.3,2.7,628,16790,0.63,0.12,0.68,0.11,0.1,0.93,AWPer
mynio,Wiktor Kruk,9INE,27 years,15688,0.442,17196,0.91,76.5,6.8,909,24432,0.64,0.16,0.7,0.09,0.08,0.93,Support
quix,Max Lindkvist,Lilmix,30 years,17166,0.473,19120,0.9,74.4,5.5,976,25842,0.66,0.14,0.74,0.09,0.08,0.93,Support
stYleEeZ,Pavle Stojanovski,Juggernauts,22 years,6621,0.38,7065,0.94,69.3,5.1,405,10826,0.61,0.13,0.65,0.08,0.08,0.97,AWPer
hitMouse,Kirill Tsarev,NewBelarus,32 years,8785,0.49,9410,0.93,71.2,4.5,538,14028,0.63,0.13,0.67,0.09,0.09,0.92,AWPer
Xp3,David Garrido,,35 years,8326,0.397,9118,0.91,70.5,3.4,502,13113,0.63,0.13,0.7,0.09,0.08,0.92,AWPer
S0tF1k,Dmitry Forostyanko,Spirit Academy,28 years,21826,0.49200000000000005,23815,0.92,71.3,5.4,1322,34842,0.63,0.14,0.68,0.1,0.09,0.92,Support
pNshr,Nikolay Paunin,,31 years,9886,0.43200000000000005,10698,0.92,71.0,3.1,600,15671,0.63,0.15,0.68,0.1,0.09,0.92,Support
TACO,Epitacio de Melo,00NATION,28 years,23328,0.503,24933,0.94,67.2,4.4,1482,38592,0.6,0.12,0.65,0.09,0.07,0.92,AWPer
arki,Omar Chakkor,SAW,33 years,14525,0.525,15799,0.92,70.5,5.6,889,23396,0.62,0.15,0.68,0.1,0.08,0.92,Support
SANJI,Sanjar Kuliev,Virtus.pro,25 years,12151,0.622,13149,0.92,68.8,3.9,743,19879,0.61,0.12,0.66,0.1,0.08,0.97,AWPer
sorrow,Zhandarbek Mamyrbek,,27 years,7796,0.5489999999999999,8621,0.9,70.5,3.7,456,12239,0.64,0.11,0.7,0.1,0.08,0.96,AWPer
Zeus,Danylo Teslenko,,35 years,23470,0.435,25460,0.92,69.9,5.5,1405,37152,0.63,0.17,0.69,0.11,0.08,0.92,In-Game Leader
Luz,Maciek Bugaj,UNGENTIUM,28 years,10895,0.48100000000000004,11889,0.92,72.4,3.2,660,17302,0.63,0.14,0.69,0.1,0.09,0.92,Support
MSL,Mathias Lauridsen,NtK,28 years,29396,0.39899999999999997,32804,0.9,70.5,3.8,1749,45720,0.64,0.15,0.72,0.12,0.08,0.92,Support
dobbo,William Dobson,Into the Bin,19 years,7342,0.5329999999999999,7917,0.93,66.9,3.7,445,12084,0.61,0.11,0.66,0.09,0.1,0.96,AWPer
SENER1,Sener Mahmuti,Bad News Eagles,26 years,7830,0.526,8539,0.92,69.5,6.2,482,12862,0.61,0.14,0.66,0.1,0.09,0.98,Support
arya,Arya Hekmat,,30 years,7277,0.349,8145,0.89,72.6,3.5,440,11291,0.64,0.14,0.72,0.11,0.09,0.92,Support
akez,Kristian Kornbakk,777,30 years,9342,0.551,10385,0.9,71.1,3.5,550,14806,0.63,0.13,0.7,0.11,0.1,0.92,AWPer
nak,Renato Nakano,,35 years,8234,0.446,8934,0.92,70.8,4.5,519,13439,0.61,0.15,0.66,0.1,0.09,0.92,Support
svyat,Svyatoslav Dovbakh,,28 years,11975,0.519,13035,0.92,69.7,4.7,734,19717,0.61,0.14,0.66,0.09,0.09,0.98,Support
Dav,David Miljanić,,31 years,7539,0.40700000000000003,8361,0.9,71.2,4.7,468,12095,0.62,0.15,0.69,0.11,0.11,0.91,Support
xartE,Mikko Välimaa,HAVU,31 years,18389,0.37200000000000005,20049,0.92,69.7,6.3,1155,30358,0.61,0.15,0.66,0.09,0.09,0.91,Support
ncl,Bold Batsuh,Mazaalai,28 years,8647,0.493,9411,0.92,68.4,3.9,546,14042,0.62,0.13,0.67,0.11,0.09,0.91,AWPer
LEGIJA,Nikola Ninić,,32 years,14245,0.498,15916,0.9,69.5,4.6,869,22614,0.63,0.14,0.7,0.09,0.08,0.91,Support
roman,Roman Redihin,,34 years,6787,0.55,7451,0.91,69.6,3.0,414,10880,0.62,0.14,0.68,0.11,0.1,0.91,Support
karrigan,Finn Andersen,FaZe,32 years,34286,0.43200000000000005,38181,0.9,68.7,5.1,2103,55200,0.62,0.13,0.69,0.09,0.07,0.91,AWPer
BTN,Cătălin-Ionuț Stănescu,Nexus,33 years,20204,0.537,22625,0.89,72.9,5.3,1202,31688,0.64,0.15,0.71,0.11,0.09,0.91,Support
wayLander,Jan Rahkonen,,28 years,13258,0.518,14973,0.89,70.8,3.2,794,20857,0.64,0.13,0.72,0.08,0.07,0.91,
BONA,Verneri Junkala,SJ,23 years,7931,0.521,8874,0.89,69.9,4.5,476,12674,0.63,0.13,0.7,0.1,0.1,0.91,
sAw,Eetu Saha,ENCE,30 years,20522,0.479,22630,0.91,69.3,6.1,1267,33681,0.61,0.16,0.67,0.11,0.09,0.9,Support
coolio,András Fercsák,,22 years,6238,0.536,6887,0.91,64.9,4.0,396,10638,0.59,0.11,0.65,0.1,0.1,0.94,
kRYSTAL,Kevin Amend,undefined,29 years,29866,0.36700000000000005,33361,0.9,67.3,5.4,1888,49380,0.6,0.14,0.68,0.1,0.08,0.9,Support
ben1337,Ben Smith,EG White,24 years,15776,0.467,17606,0.9,69.5,5.1,988,25718,0.61,0.14,0.68,0.11,0.09,0.97,Support
crush,Igor Shevchenko,NAVI Junior,27 years,11844,0.525,13320,0.89,69.9,4.9,732,19295,0.61,0.13,0.69,0.09,0.07,0.9,
balblna,Gregory Oleinick,NASR,27 years,9803,0.498,11039,0.89,70.4,5.1,612,16045,0.61,0.15,0.69,0.11,0.1,0.9,Support
sycrone,Dennis Nielsen,MOUZ,27 years,8771,0.41100000000000003,9749,0.9,70.4,4.3,553,14608,0.6,0.15,0.67,0.1,0.09,0.9,Support
nkl,Nikolay Krastev,,29 years,9990,0.429,11036,0.91,68.3,3.3,642,16554,0.6,0.15,0.67,0.1,0.07,0.9,Support
Golden,Maikil Selim,GODSENT,29 years,14239,0.535,16255,0.88,69.2,5.4,873,23240,0.61,0.14,0.7,0.1,0.09,0.94,Support
hooch,Dmitry Bogdanov,1WIN,35 years,14451,0.418,16279,0.89,70.8,4.4,897,23538,0.61,0.14,0.69,0.08,0.07,0.9,Support
MiGHTYMAX,Max Heath,Endpoint,25 years,20030,0.494,22450,0.89,65.9,5.3,1292,34289,0.58,0.13,0.65,0.1,0.09,0.9,
FNS,Pujan Mehta,,30 years,15287,0.45899999999999996,17081,0.89,68.0,4.1,953,25080,0.61,0.14,0.68,0.1,0.08,0.89,Support
spiker,Alexander Ivanov,,28 years,6837,0.42700000000000005,7811,0.88,71.5,2.6,415,10974,0.62,0.14,0.71,0.08,0.08,0.89,Support
Psycho,Alexandr Zlobin,IKLA,25 years,8322,0.522,9388,0.89,70.2,6.5,514,13708,0.61,0.14,0.68,0.1,0.09,0.96,Support
JiNKZ,Gaëtan Jamin,,27 years,8657,0.535,9850,0.88,69.7,3.8,542,14411,0.6,0.15,0.68,0.11,0.09,0.97,Support
MAiNLiNE,Michael Jaber,,26 years (,6904,0.517,7968,0.87,69.1,2.4,437,11092,0.62,0.14,0.72,0.11,0.09,0.89,Support
pronax,Markus Wallsten,,31 years,18722,0.45799999999999996,20989,0.89,64.7,4.0,1199,31403,0.6,0.14,0.67,0.09,0.08,0.89,Support
Polen,Adam Polen,,26 years,7017,0.5329999999999999,7995,0.88,69.8,4.3,435,11470,0.61,0.14,0.7,0.1,0.08,0.89,Support
lunAtic,Dawid Cieślak,HONORIS,29 years,16629,0.39299999999999996,18813,0.88,67.7,5.3,1015,27545,0.6,0.13,0.68,0.1,0.09,0.89,
Adam9130,Adam Ahmad,Into the Bin,25 years,10464,0.39799999999999996,12097,0.87,73.0,5.8,618,16821,0.62,0.15,0.72,0.1,0.08,0.97,Support
Lambert,Lambert Prigent,LDLC,31 years,11962,0.371,13543,0.88,63.4,3.6,775,20411,0.59,0.11,0.66,0.09,0.08,0.88,
LeX,Alexander Deily,,32 years,7418,0.447,8680,0.85,71.1,4.0,462,11931,0.62,0.14,0.73,0.1,0.08,0.88,Support
IceBerg,Oliver Berg,Tricked,22 years,10307,0.528,12243,0.84,72.3,4.2,608,16287,0.63,0.13,0.75,0.11,0.08,0.95,
torben,Nicolai Amorim,,27 years,8176,0.495,9372,0.87,66.2,3.7,532,13939,0.59,0.12,0.67,0.1,0.09,0.93,
seang@res,Sean Gares,Old Guys Club,34 years,10904,0.402,12533,0.87,67.4,4.8,713,18391,0.59,0.14,0.68,0.11,0.08,0.88,Support
ScrunK,Robin Röpke,Sangal,27 years,17229,0.46299999999999997,20271,0.85,70.7,7.1,1068,28522,0.6,0.14,0.71,0.1,0.08,0.88,Support
daps,Damian Steele,Liquid,29 years,16274,0.402,18638,0.87,66.8,4.4,1075,28101,0.58,0.14,0.66,0.1,0.07,0.88,Support
flowsicK,Kyle Mendez,,31 years,6257,0.474,7304,0.86,73.6,3.7,395,10074,0.62,0.15,0.73,0.11,0.08,0.87,Support
birdfromsky,Thomas Due-Frederiksen,Copenhagen Flames,29 years,15024,0.414,17530,0.86,72.4,8.0,932,25301,0.59,0.18,0.69,0.14,0.09,0.98,In-Game Leader
nawrot,Piotr Nawrocki,9INE,24 years,9801,0.47100000000000003,11570,0.85,66.1,4.0,606,16271,0.6,0.12,0.71,0.1,0.09,0.92,
advent,Zhuo Liang,Rare Atom,30 years,16478,0.5,18843,0.87,62.1,4.5,1150,29589,0.56,0.13,0.64,0.11,0.1,0.87,
BERRY,Danny Krüger,Sprout,32 years,13135,0.38,15593,0.84,71.3,5.8,814,21328,0.62,0.15,0.73,0.1,0.08,0.87,Support
def,Dima Lemeshchuk,,28 years,9243,0.418,10836,0.85,67.4,3.4,605,15797,0.59,0.14,0.69,0.11,0.08,0.86,Support
HooXi,Rasmus Nielsen,G2,27 years,13311,0.496,15803,0.84,67.5,5.9,870,23094,0.58,0.13,0.68,0.09,0.07,0.86,
djL,Daniel Narancic,Ninjas in Pyjamas,29 years,10263,0.473,11998,0.86,63.0,3.0,688,18180,0.56,0.12,0.66,0.1,0.08,0.91,
Devilwalk,Jonatan Lundberg,Bad News Eagles,31 years,6222,0.512,7368,0.84,68.6,3.9,408,10717,0.58,0.16,0.69,0.12,0.08,0.86,Support
gob b,Fatih Dayik,BIG,35 years,14492,0.485,17320,0.84,66.6,5.9,978,25799,0.56,0.13,0.67,0.1,0.08,0.85,
Slemmy,Alec White,,32 years,6638,0.496,7951,0.83,63.7,3.2,445,11663,0.57,0.12,0.68,0.11,0.09,0.85,
PASHANOJ,Pavel Legostaev,,28 years,9433,0.534,11804,0.8,68.0,3.9,620,16227,0.58,0.13,0.73,0.1,0.07,0.9,
simix,Robin Bynens,EC Brugge,27 years,5819,0.508,7197,0.81,62.1,4.0,396,10594,0.55,0.12,0.68,0.12,0.1,0.89,
B1ad3,Andrey Gorodenskiy,Natus Vincere,36 years,13472,0.419,16880,0.8,66.5,2.6,899,23232,0.58,0.16,0.73,0.1,0.07,0.83,Support
netrick,Jonas Wenzelsen,,27 years,6753,0.48200000000000004,8489,0.8,66.8,6.6,455,11976,0.56,0.14,0.71,0.11,0.09,0.82,Support
HUNDEN,Nicolai Petersen,,31 years,22470,0.48700000000000004,28708,0.78,64.4,4.5,1578,41153,0.55,0.14,0.7,0.11,0.09,0.81,Support
RuFire,Aleksei Burakov,BakS,27 years,5796,0.479,7776,0.75,66.5,4.6,398,10563,0.55,0.14,0.74,0.09,0.06,0.84,Support
OCEAN,Kyle O'Brien,,35 years,5530,0.44299999999999995,7492,0.74,59.7,3.6,410,10602,0.52,0.12,0.71,0.09,0.08,0.77,
