,Name,Teams,Maps,Rounds,K-D Diff,K/D,Rating (1.0),Age,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,DPR,KAST,Impact,ADR,KPR,Rating
85,Sonic,"['Bravado', 'Extra Salt', 'Cloud9']",963,24799,+2362,1.15,1.09,"<div class=""summaryPlayerAge"">24 years</div>",18216,46.4%,15854,1.15,78.7,4.3,963,24799,0.73,0.13,0.64,0.11,0.11,0.64,72.5%,1.15,78.7,0.73,1.09
86,aliStair,"['ORDER', 'Chiefs', 'Renegades']",1125,28555,+2924,1.16,1.09,"<div class=""summaryPlayerAge"">24 years</div>",20680,34.7%,17756,1.16,75.4,3.3,1125,28555,0.72,0.12,0.62,0.09,0.08,0.62,71.3%,1.20,75.4,0.72,1.14
87,syrsoN,"['ALTERNATE aTTaX', 'BIG', 'Sprout']",1800,47847,+4827,1.16,1.09,"<div class=""summaryPlayerAge"">26 years</div>",34921,29.4%,30094,1.16,74.2,2.5,1800,47847,0.73,0.09,0.63,0.08,0.09,0.63,70.1%,1.20,74.2,0.73,1.09
88,JUGi,"['Heroic', 'OpTic', 'Tricked', 'North']",940,24427,+2676,1.18,1.09,"<div class=""summaryPlayerAge"">25 years</div>",17527,27.8%,14851,1.18,74.1,2.4,940,24427,0.72,0.10,0.61,0.08,0.10,0.61,72.0%,1.13,74.1,0.72,1.09
89,GeT_RiGhT,['Ninjas in Pyjamas'],1747,45082,+4284,1.15,1.09,"<div class=""summaryPlayerAge"">32 years</div>",33295,49.3%,29011,1.15,76.5,4.4,1747,45082,0.74,0.15,0.64,0.09,0.08,0.64,68.8%,1.03,76.5,0.74,1.09
90,Cooper,"['Mythic', 'Swole Patrol', 'eUnited', 'Triumph']",845,21980,+2129,1.15,1.09,"<div class=""summaryPlayerAge"">28 years</div>",16190,32.8%,14061,1.15,74.2,2.3,845,21980,0.74,0.09,0.64,0.09,0.10,0.64,70.9%,1.14,74.2,0.74,1.12
91,ryx,"['Echo Fox', 'Splyce', 'Ghost', 'Dignitas', 'Tempo Storm', 'Conquest']",491,12856,+1181,1.14,1.09,"<div class=""summaryPlayerAge"">29 years</div>",9797,36.3%,8616,1.14,83.7,3.6,491,12856,0.76,0.16,0.67,0.09,0.12,0.67,72.7%,1.11,83.7,0.76,1.09
92,Calyx,"['Eternal Fire', 'Space Soldiers', 'DarkPassage']",1177,30919,+2983,1.15,1.09,"<div class=""summaryPlayerAge"">24 years</div>",22442,57.0%,19459,1.15,77.1,3.7,1177,30919,0.73,0.12,0.63,0.09,0.10,0.63,72.7%,1.07,77.1,0.73,1.09
93,zehN,"['HAVU', 'GODSENT', 'PENTA', 'FunPlus Phoenix']",1183,31410,+2619,1.13,1.09,"<div class=""summaryPlayerAge"">31 years</div>",22941,45.5%,20322,1.13,80.4,8.0,1183,31410,0.73,0.15,0.65,0.08,0.09,0.65,71.6%,1.10,80.4,0.73,1.09
94,electroNic,"['Natus Vincere', 'FlipSid3']",1396,36878,+3069,1.13,1.09,"<div class=""summaryPlayerAge"">24 years</div>",27330,50.0%,24261,1.13,82.6,4.6,1396,36878,0.74,0.14,0.66,0.09,0.10,0.66,71.6%,1.19,82.6,0.74,1.09
95,JOTA,"['MIBR', 'Bravos', 'Keyd']",556,14491,+1392,1.15,1.09,"<div class=""summaryPlayerAge"">25 years</div>",10532,41.8%,9140,1.15,81.9,6.3,556,14491,0.73,0.16,0.63,0.09,0.10,0.63,73.3%,1.13,81.9,0.73,1.16
96,ScreaM,"['Envy', 'G2', 'Titan', 'VeryGames']",1430,37087,+3105,1.13,1.09,"<div class=""summaryPlayerAge"">28 years</div>",27501,68.1%,24396,1.13,79.1,3.3,1430,37087,0.74,0.12,0.66,0.10,0.11,0.66,71.1%,1.11,79.1,0.74,1.09
97,ritchiEE,['EC Brugge'],449,11922,+987,1.12,1.09,"<div class=""summaryPlayerAge"">24 years</div>",8938,50.6%,7951,1.12,82.4,5.0,449,11922,0.75,0.14,0.67,0.10,0.13,0.67,72.3%,1.13,82.4,0.75,1.14
98,biguzera,['paiN'],709,18845,+1744,1.15,1.09,"<div class=""summaryPlayerAge"">26 years</div>",13643,50.6%,11899,1.15,80.5,5.5,709,18845,0.72,0.15,0.63,0.10,0.11,0.63,73.2%,1.15,80.5,0.72,1.16
99,NAF,"['Liquid', 'OpTic']",1669,43922,+4270,1.15,1.09,"<div class=""summaryPlayerAge"">25 years</div>",31844,41.7%,27574,1.15,81.1,5.8,1669,43922,0.73,0.15,0.63,0.09,0.11,0.63,73.4%,1.08,81.1,0.73,1.09
100,BL1TZ,"['Chiefs', 'Legacy', 'AVANT', 'Funky Monkeys']",740,19035,+1601,1.13,1.09,"<div class=""summaryPlayerAge"">30 years</div>",14086,43.0%,12485,1.13,75.0,2.4,740,19035,0.74,0.10,0.66,0.08,0.09,0.66,69.1%,1.15,75.0,0.74,1.10
101,nex,"['BIG', 'MOUZ']",1074,28389,+2435,1.13,1.09,"<div class=""summaryPlayerAge"">30 years</div>",21063,51.5%,18628,1.13,78.8,4.7,1074,28389,0.74,0.15,0.66,0.10,0.12,0.66,72.2%,1.04,78.8,0.74,1.09
102,draken,"['Epsilon', 'Ninjas in Pyjamas', 'Into the Breach']",1277,34013,+3342,1.16,1.08,"<div class=""summaryPlayerAge"">27 years</div>",24569,30.7%,21227,1.16,74.6,2.2,1277,34013,0.72,0.10,0.62,0.08,0.08,0.62,70.5%,1.17,74.6,0.72,1.08
103,nukkye,"['Imperial', 'HellRaisers', 'NoChance']",592,15492,+1330,1.13,1.08,"<div class=""summaryPlayerAge"">25 years</div>",11227,39.2%,9897,1.13,78.3,2.6,592,15492,0.72,0.12,0.64,0.08,0.09,0.64,71.4%,1.11,78.3,0.72,1.12
104,NEOFRAG,"['OG', 'SINNERS']",768,20573,+1374,1.10,1.08,"<div class=""summaryPlayerAge"">21 years</div>",15278,49.2%,13904,1.10,84.7,8.3,768,20573,0.74,0.15,0.68,0.10,0.12,0.68,71.2%,1.22,84.7,0.74,1.15
105,fer,"['SK', 'MIBR', 'Luminosity']",1468,38442,+2823,1.11,1.08,"<div class=""summaryPlayerAge"">31 years</div>",28823,44.9%,26000,1.11,82.8,5.0,1468,38442,0.75,0.15,0.68,0.09,0.08,0.68,71.2%,1.22,82.8,0.75,1.08
106,EliGE,['Liquid'],1708,44874,+3103,1.10,1.08,"<div class=""summaryPlayerAge"">25 years</div>",33767,48.7%,30664,1.10,83.3,4.1,1708,44874,0.75,0.15,0.68,0.10,0.12,0.68,71.3%,1.23,83.3,0.75,1.08
107,hazr,"['AVANT', 'Looking For Org', 'Breakaway', 'Dire Wolves']",834,21319,+1347,1.09,1.08,"<div class=""summaryPlayerAge"">21 years</div>",15857,55.9%,14510,1.09,80.8,4.4,834,21319,0.74,0.14,0.68,0.11,0.11,0.68,71.4%,1.18,80.8,0.74,1.13
108,gas,"['Wings Up', 'LGD', 'EDG', 'Aster']",518,13599,+773,1.08,1.08,"<div class=""summaryPlayerAge"">27 years</div>",10462,59.8%,9689,1.08,81.5,2.4,518,13599,0.77,0.12,0.71,0.10,0.12,0.71,69.4%,1.17,81.5,0.77,1.11
109,exit,"['MIBR', 'Sharks']",895,23114,+2483,1.18,1.08,"<div class=""summaryPlayerAge"">26 years</div>",16134,45.3%,13651,1.18,75.9,5.2,895,23114,0.70,0.13,0.59,0.09,0.12,0.59,74.5%,0.99,75.9,0.70,1.12
110,Savage,"['VG.CyberZen', 'ViCi', 'CyberZen', '5POWER']",836,21434,+1926,1.14,1.08,"<div class=""summaryPlayerAge"">33 years</div>",15647,37.0%,13721,1.14,78.2,5.5,836,21434,0.73,0.13,0.64,0.09,0.09,0.64,71.2%,1.15,78.2,0.73,1.08
111,pz,"['VERTEX', 'TRUCKERS WITH ATTITUDE', 'Airborne']",503,13047,+1154,1.14,1.08,"<div class=""summaryPlayerAge"">23 years</div>",9341,29.3%,8187,1.14,76.0,5.6,503,13047,0.72,0.12,0.63,0.09,0.09,0.63,70.9%,1.16,76.0,0.72,1.13
112,lollipop21k,"['Nemiga', 'GoodJob']",1273,34119,+2460,1.11,1.08,"<div class=""summaryPlayerAge"">26 years</div>",25430,48.9%,22967,1.11,81.4,3.7,1272,34113,0.75,0.13,0.67,0.09,0.10,0.67,71.9%,1.11,81.4,0.75,1.13
113,DJOXiC,"['Binary Dragons', 'iNation', 'Valiance']",489,12531,+1204,1.15,1.08,"<div class=""summaryPlayerAge"">30 years</div>",9002,29.8%,7798,1.15,73.0,2.9,489,12531,0.72,0.10,0.62,0.09,0.10,0.62,70.6%,1.16,73.0,0.72,1.08
114,Detrony,['Bravado'],412,10449,+862,1.13,1.08,"<div class=""summaryPlayerAge"">32 years</div>",7633,34.7%,6771,1.13,77.4,4.4,412,10449,0.73,0.13,0.65,0.10,0.09,0.65,71.2%,1.17,77.4,0.73,1.08
115,dennyslaw,['SKADE'],1343,36198,+3237,1.14,1.08,"<div class=""summaryPlayerAge"">23 years</div>",26256,31.4%,23019,1.14,74.4,3.0,1343,36198,0.73,0.10,0.64,0.08,0.10,0.64,70.9%,1.14,74.4,0.73,1.12
116,Machinegun,"['TheMongolz', 'Mazaalai']",431,10994,+676,1.09,1.08,"<div class=""summaryPlayerAge"">32 years</div>",8352,50.3%,7676,1.09,81.4,3.2,431,10994,0.76,0.13,0.70,0.08,0.09,0.70,68.6%,1.19,81.4,0.76,1.08
117,Attacker,"['TYLOO', 'Flash']",1299,33404,+2706,1.12,1.08,"<div class=""summaryPlayerAge"">26 years</div>",24856,46.4%,22150,1.12,79.2,2.3,1299,33404,0.74,0.14,0.66,0.11,0.11,0.66,73.0%,1.12,79.2,0.74,1.08
118,faveN,"['BIG', 'Sprout', 'EURONICS']",1414,37783,+3133,1.13,1.08,"<div class=""summaryPlayerAge"">23 years</div>",27757,54.2%,24624,1.13,78.3,3.3,1414,37783,0.73,0.12,0.65,0.10,0.12,0.65,72.2%,1.12,78.3,0.73,1.13
119,felps,"['Fluxo', 'SK', 'GODSENT', 'Immortals']",1124,28859,+1824,1.09,1.08,"<div class=""summaryPlayerAge"">26 years</div>",21945,43.4%,20121,1.09,84.7,3.6,1124,28859,0.76,0.16,0.70,0.10,0.09,0.70,70.4%,1.26,84.7,0.76,1.08
120,Spinx,"['Vitality', 'ENCE', 'c0ntact']",525,14004,+1140,1.13,1.08,"<div class=""summaryPlayerAge"">22 years</div>",10180,55.5%,9040,1.13,77.6,3.4,525,14004,0.73,0.11,0.65,0.08,0.10,0.65,71.2%,1.10,77.6,0.73,1.11
121,valde,"['North', 'OG', 'Heroic']",1299,34539,+2865,1.13,1.08,"<div class=""summaryPlayerAge"">27 years</div>",25237,46.8%,22372,1.13,79.6,5.0,1299,34539,0.73,0.14,0.65,0.10,0.10,0.65,72.5%,1.09,79.6,0.73,1.08
122,keev,"['ALTERNATE aTTaX', 'BIG', 'KILLERFISH']",594,15524,+1217,1.12,1.08,"<div class=""summaryPlayerAge"">31 years</div>",11408,29.1%,10191,1.12,73.6,2.8,594,15524,0.73,0.09,0.66,0.08,0.08,0.66,68.0%,1.21,73.6,0.73,1.08
123,ZOREE,"['HAVU', 'iGame.com', 'SJ']",1767,46991,+4365,1.15,1.08,"<div class=""summaryPlayerAge"">29 years</div>",33693,33.0%,29328,1.15,73.6,3.8,1767,46991,0.72,0.10,0.62,0.08,0.10,0.62,70.6%,1.09,73.6,0.72,1.08
124,sergej,"['GORILLAZ', 'ENCE', 'HAVU']",776,20425,+1816,1.14,1.08,"<div class=""summaryPlayerAge"">20 years</div>",14855,48.2%,13039,1.14,79.3,4.0,776,20425,0.73,0.14,0.64,0.10,0.11,0.64,72.3%,1.12,79.3,0.73,1.13
125,k0nfig,"['Dignitas', 'OpTic', 'Complexity', 'North', 'Astralis']",1610,42667,+2476,1.08,1.08,"<div class=""summaryPlayerAge"">25 years</div>",32019,55.6%,29543,1.08,80.8,2.9,1610,42667,0.75,0.13,0.69,0.09,0.10,0.69,69.6%,1.19,80.8,0.75,1.08
126,cynic,"['Nouns', 'Party Astronauts', 'Triumph', 'Gaimin Gladiators']",840,21946,+1844,1.13,1.08,"<div class=""summaryPlayerAge"">23 years</div>",16137,40.1%,14293,1.13,80.3,5.7,840,21946,0.74,0.14,0.65,0.10,0.11,0.65,72.8%,1.09,80.3,0.74,1.13
127,mezii,"['fnatic', 'Endpoint', 'GamerLegion', 'Cloud9', 'Vexed']",602,16224,+1371,1.13,1.08,"<div class=""summaryPlayerAge"">24 years</div>",11643,50.0%,10272,1.13,79.5,5.4,602,16224,0.72,0.14,0.63,0.09,0.12,0.63,73.3%,1.07,79.5,0.72,1.13
128,ShahZaM,"['Complexity', 'Misfits', 'Echo Fox', 'Conquest', 'OpTic']",966,25252,+2058,1.13,1.08,"<div class=""summaryPlayerAge"">29 years</div>",18509,34.0%,16451,1.13,74.8,2.4,966,25252,0.73,0.10,0.65,0.09,0.10,0.65,70.0%,1.16,74.8,0.73,1.08
129,junior,"['Triumph', 'Bad News Bears', 'Complexity', 'FURIA']",508,13273,+1386,1.17,1.08,"<div class=""summaryPlayerAge"">22 years</div>",9370,29.3%,7984,1.17,71.2,2.2,508,13273,0.71,0.09,0.60,0.08,0.10,0.60,71.3%,1.07,71.2,0.71,1.10
130,FL1T,['forZe'],1318,35489,+3010,1.13,1.08,"<div class=""summaryPlayerAge"">22 years</div>",25957,46.6%,22947,1.13,80.4,4.4,1318,35489,0.73,0.13,0.65,0.09,0.11,0.65,72.2%,1.07,80.4,0.73,1.13
131,gxx-,"['Bad News Eagles', 'BLINK']",471,12605,+1318,1.17,1.08,"<div class=""summaryPlayerAge"">23 years</div>",8867,30.7%,7549,1.17,70.2,2.7,471,12605,0.70,0.08,0.60,0.08,0.09,0.60,70.6%,1.03,70.2,0.70,1.09
132,Hatz,"['ORDER', 'Renegades', 'Kings']",970,24686,+2046,1.13,1.08,"<div class=""summaryPlayerAge"">24 years</div>",17725,50.9%,15679,1.13,77.6,5.1,970,24686,0.72,0.14,0.64,0.10,0.10,0.64,73.0%,1.14,77.6,0.72,1.14
133,floppy,"['Complexity', 'Cloud9', 'Singularity']",919,24129,+1737,1.11,1.08,"<div class=""summaryPlayerAge"">23 years</div>",17576,49.4%,15839,1.11,80.2,3.2,919,24129,0.73,0.14,0.66,0.11,0.13,0.66,73.1%,1.12,80.2,0.73,1.14
134,Farlig,"['Copenhagen Flames', 'Astralis', 'FunPlus Phoenix', 'GODSENT']",775,20762,+1777,1.14,1.08,"<div class=""summaryPlayerAge"">23 years</div>",14833,33.4%,13056,1.14,71.4,2.4,775,20762,0.71,0.09,0.63,0.08,0.10,0.63,70.1%,1.11,71.4,0.71,1.09
135,iDISBALANCE,"['Spirit', 'Nemiga']",946,25187,+2379,1.15,1.08,"<div class=""summaryPlayerAge"">26 years</div>",18026,26.9%,15647,1.15,74.0,2.5,946,25187,0.72,0.10,0.62,0.09,0.09,0.62,71.8%,1.13,74.0,0.72,1.13
136,meyern,"['Isurus', 'Furious', 'MIBR', 'Sharks']",516,13481,+927,1.10,1.08,"<div class=""summaryPlayerAge"">20 years</div>",9783,54.1%,8856,1.10,76.6,3.6,516,13481,0.73,0.11,0.66,0.10,0.13,0.66,71.1%,1.11,76.6,0.73,1.11
137,Magisk,"['Vitality', 'Astralis', 'SK', 'Dignitas']",1497,39488,+3291,1.13,1.08,"<div class=""summaryPlayerAge"">24 years</div>",28260,47.5%,24969,1.13,79.5,5.9,1497,39488,0.72,0.15,0.63,0.09,0.09,0.63,72.7%,1.11,79.5,0.72,1.08
138,fejtZ,['SMASH'],870,23016,+1709,1.11,1.08,"<div class=""summaryPlayerAge"">25 years</div>",16980,45.1%,15271,1.11,76.8,3.6,870,23016,0.74,0.12,0.66,0.10,0.12,0.66,72.0%,1.09,76.8,0.74,1.08
139,Liazz,"['Renegades', 'ORDER', '100 Thieves', 'Kings', 'Athletico', 'EXTREMUM']",1040,26767,+2310,1.14,1.08,"<div class=""summaryPlayerAge"">25 years</div>",18811,45.9%,16501,1.14,78.3,4.6,1040,26767,0.70,0.15,0.62,0.10,0.11,0.62,73.8%,1.07,78.3,0.70,1.08
140,dupreeh,"['Astralis', 'TSM']",2036,53134,+4294,1.13,1.08,"<div class=""summaryPlayerAge"">29 years</div>",38637,50.3%,34343,1.13,76.6,3.3,2036,53134,0.73,0.14,0.65,0.09,0.09,0.65,71.6%,1.12,76.6,0.73,1.08
141,jayzaR,"['Valiance', 'Enyoy']",531,14033,+935,1.10,1.08,"<div class=""summaryPlayerAge"">25 years</div>",10481,36.4%,9546,1.10,78.8,3.5,531,14033,0.75,0.12,0.68,0.09,0.10,0.68,69.9%,1.21,78.8,0.75,1.08
142,Rickeh,"['ORDER', 'CLG', 'Rogue']",962,25181,+2388,1.15,1.07,"<div class=""summaryPlayerAge"">31 years</div>",17834,37.7%,15446,1.15,77.3,5.2,962,25181,0.71,0.13,0.61,0.08,0.09,0.61,72.7%,1.14,77.3,0.71,1.07
143,Summer,"['TYLOO', 'Flash']",1316,33913,+2803,1.13,1.07,"<div class=""summaryPlayerAge"">25 years</div>",24623,49.1%,21820,1.13,79.6,5.6,1316,33913,0.73,0.14,0.64,0.09,0.09,0.64,72.8%,1.09,79.6,0.73,1.07
144,broky,"['FaZe', 'Epsilon']",786,20996,+1971,1.15,1.07,"<div class=""summaryPlayerAge"">22 years</div>",14766,37.6%,12795,1.15,73.1,3.5,786,20996,0.70,0.10,0.61,0.10,0.11,0.61,72.7%,1.01,73.1,0.70,1.10
145,MICHU,"['Virtus.pro', 'Kinguin', 'CSGL']",1791,47050,+3101,1.10,1.07,"<div class=""summaryPlayerAge"">26 years</div>",34982,50.8%,31881,1.10,79.9,4.0,1791,47050,0.74,0.13,0.68,0.09,0.10,0.68,70.5%,1.15,79.9,0.74,1.07
146,Ryxxo,"['Tricked', 'Singularity']",880,23128,+1955,1.13,1.07,"<div class=""summaryPlayerAge"">26 years</div>",16547,33.2%,14592,1.13,76.0,6.4,880,23128,0.72,0.12,0.63,0.09,0.10,0.63,71.4%,1.12,76.0,0.72,1.07
147,ptr,"['Bad News Bears', 'NRG', 'Complexity']",1136,29729,+2699,1.15,1.07,"<div class=""summaryPlayerAge"">32 years</div>",20971,26.0%,18272,1.15,73.3,3.4,1136,29729,0.71,0.11,0.61,0.09,0.10,0.61,71.4%,1.11,73.3,0.71,1.07
148,dav1deuS,"['9z', 'Paquetá']",398,10583,+659,1.09,1.07,"<div class=""summaryPlayerAge"">22 years</div>",7796,54.1%,7137,1.09,81.7,3.7,398,10583,0.74,0.14,0.67,0.11,0.10,0.67,72.1%,1.17,81.7,0.74,1.14
149,dapr,['eUnited'],594,15426,+1002,1.10,1.07,"<div class=""summaryPlayerAge"">24 years</div>",11313,44.1%,10311,1.10,80.8,6.4,594,15426,0.73,0.15,0.67,0.10,0.11,0.67,71.3%,1.16,80.8,0.73,1.13
150,jL,"['Apeks', 'MAD Lions', 'ex-MAD Lions']",461,12363,+852,1.10,1.07,"<div class=""summaryPlayerAge"">23 years</div>",9062,48.4%,8210,1.10,78.1,4.1,461,12363,0.73,0.13,0.66,0.09,0.10,0.66,71.0%,1.13,78.1,0.73,1.11
151,NaToSaphiX,"['Sprout', 'Nordavind']",988,26353,+2520,1.16,1.07,"<div class=""summaryPlayerAge"">26 years</div>",18513,36.8%,15993,1.16,71.9,3.2,988,26353,0.70,0.10,0.61,0.09,0.10,0.61,72.5%,1.06,71.9,0.70,1.07
152,Impulse,"['Valiance', 'ONYX', 'lvlUP', 'RESISTANCE']",781,20768,+1589,1.12,1.07,"<div class=""summaryPlayerAge"">26 years</div>",14902,35.3%,13313,1.12,75.5,3.6,781,20768,0.72,0.11,0.64,0.10,0.11,0.64,71.1%,1.11,75.5,0.72,1.11
153,dexter,"['MOUZ', 'Grayhound', 'Renegades']",1070,27582,+1800,1.10,1.07,"<div class=""summaryPlayerAge"">28 years</div>",20198,48.6%,18398,1.10,80.3,5.2,1070,27582,0.73,0.14,0.67,0.09,0.09,0.67,71.0%,1.17,80.3,0.73,1.07
154,nicoodoz,"['fnatic', 'Copenhagen Flames']",807,21614,+1958,1.15,1.07,"<div class=""summaryPlayerAge"">22 years</div>",15240,31.7%,13282,1.15,71.5,3.3,807,21614,0.71,0.08,0.61,0.08,0.10,0.61,70.9%,1.06,71.5,0.71,1.09
155,jks,"['Renegades', 'Complexity', '100 Thieves']",1255,32781,+2468,1.12,1.07,"<div class=""summaryPlayerAge"">27 years</div>",23035,53.0%,20567,1.12,77.3,5.3,1255,32781,0.70,0.13,0.63,0.09,0.11,0.63,72.2%,1.05,77.3,0.70,1.07
156,xand,"['INTZ', 'Yeah']",515,13210,+875,1.10,1.07,"<div class=""summaryPlayerAge"">27 years</div>",9681,50.2%,8806,1.10,80.4,4.7,515,13210,0.73,0.14,0.67,0.10,0.10,0.67,71.7%,1.12,80.4,0.73,1.07
157,InfrequeNt,"['Athletico', 'Tainted Minds', 'Chiefs']",480,12386,+931,1.12,1.07,"<div class=""summaryPlayerAge"">28 years</div>",8969,33.7%,8038,1.12,76.3,4.2,480,12386,0.72,0.12,0.65,0.09,0.10,0.65,70.2%,1.18,76.3,0.72,1.07
158,anarkez,"['Finest', 'Secret']",798,21515,+1582,1.11,1.07,"<div class=""summaryPlayerAge"">23 years</div>",15496,30.7%,13914,1.11,73.1,2.3,798,21515,0.72,0.09,0.65,0.09,0.08,0.65,69.5%,1.16,73.1,0.72,1.10
159,EspiranTo,"['Imperial', 'Valiance', 'CR4ZY', 'c0ntact']",881,23045,+1349,1.09,1.07,"<div class=""summaryPlayerAge"">21 years</div>",17165,60.0%,15815,1.09,77.5,3.2,880,23040,0.75,0.11,0.69,0.10,0.10,0.69,70.3%,1.16,77.5,0.75,1.11
160,autimatic,"['Cloud9', 'Gen.G']",1234,32267,+2266,1.10,1.07,"<div class=""summaryPlayerAge"">26 years</div>",23877,44.6%,21611,1.10,79.3,4.0,1234,32267,0.74,0.13,0.67,0.10,0.10,0.67,71.4%,1.12,79.3,0.74,1.07
161,YEKINDAR,"['pro100', 'Virtus.pro', 'EPG']",1199,31969,+1515,1.07,1.07,"<div class=""summaryPlayerAge"">23 years</div>",23819,59.1%,22304,1.07,82.7,4.0,1199,31969,0.75,0.13,0.70,0.09,0.09,0.70,68.7%,1.29,82.7,0.75,1.14
162,hAdji,"['LDLC', 'EnVyUs Academy', 'Falcons']",1247,33007,+2344,1.11,1.07,"<div class=""summaryPlayerAge"">27 years</div>",24076,49.1%,21732,1.11,79.5,4.1,1247,33007,0.73,0.13,0.66,0.10,0.12,0.66,72.3%,1.09,79.5,0.73,1.07
163,shox,"['G2', 'Vitality']",2053,53896,+3736,1.11,1.07,"<div class=""summaryPlayerAge"">30 years</div>",39295,48.8%,35559,1.11,75.3,3.0,2053,53896,0.73,0.12,0.66,0.08,0.08,0.66,69.4%,1.08,75.3,0.73,1.07
164,hallzerk,"['Complexity', 'Dignitas', 'Nordavind']",852,23055,+1575,1.11,1.07,"<div class=""summaryPlayerAge"">22 years</div>",16549,34.3%,14974,1.11,73.4,3.2,852,23055,0.72,0.09,0.65,0.10,0.10,0.65,70.0%,1.13,73.4,0.72,1.10
165,CRUC1AL,"['Endpoint', 'Epsilon']",1535,40329,+2929,1.11,1.07,"<div class=""summaryPlayerAge"">26 years</div>",29003,29.0%,26074,1.11,73.5,2.6,1535,40329,0.72,0.10,0.65,0.09,0.11,0.65,70.1%,1.15,73.5,0.72,1.07
166,somebody,['TYLOO'],1257,32545,+2162,1.10,1.07,"<div class=""summaryPlayerAge"">27 years</div>",23795,45.7%,21633,1.10,79.9,3.5,1257,32545,0.73,0.13,0.66,0.10,0.09,0.66,71.6%,1.16,79.9,0.73,1.07
167,QKA,"['5POWER', 'UYA', 'BOOT']",402,10409,+702,1.10,1.07,"<div class=""summaryPlayerAge"">29 years</div>",7690,40.4%,6988,1.10,75.8,1.6,402,10409,0.74,0.10,0.67,0.08,0.09,0.67,69.5%,1.16,75.8,0.74,1.10
168,chelo,"['INTZ', 'MIBR', 'Luminosity']",960,24962,+1554,1.09,1.07,"<div class=""summaryPlayerAge"">24 years</div>",17914,60.6%,16360,1.09,78.1,3.6,960,24962,0.72,0.13,0.66,0.10,0.10,0.66,71.9%,1.16,78.1,0.72,1.07
169,FalleN,"['SK', 'MIBR', 'Luminosity']",1629,42726,+3876,1.15,1.07,"<div class=""summaryPlayerAge"">31 years</div>",29614,30.8%,25738,1.15,71.7,3.5,1629,42726,0.69,0.11,0.60,0.08,0.08,0.60,71.8%,1.08,71.7,0.69,1.07
