,Name,Teams,Maps,Rounds,K-D Diff,K/D,Rating (1.0),Age,Total kills,Headshot %,Total deaths,K/D Ratio,Damage / Round,Grenade dmg / Round,Maps played,Rounds played,Kills / round,Assists / round,Deaths / round,Saved by teammate / round,Saved teammates / round,DPR,KAST,Impact,ADR,KPR,Rating
170,NikoM,"['TeamOne', 'Isurus']",537,13864,+966,1.11,1.07,"<div class=""summaryPlayerAge"">25 years</div>",10105,47.1%,9139,1.11,79.9,4.7,537,13864,0.73,0.14,0.66,0.10,0.11,0.66,72.1%,1.08,79.9,0.73,1.07
171,WorldEdit,"['FlipSid3', 'pro100', 'Winstrike']",1330,34767,+2453,1.11,1.07,"<div class=""summaryPlayerAge"">31 years</div>",25244,28.1%,22791,1.11,75.0,2.6,1330,34767,0.73,0.12,0.66,0.08,0.08,0.66,69.0%,1.15,75.0,0.73,1.07
172,shroud,['Cloud9'],676,17460,+1311,1.12,1.07,"<div class=""summaryPlayerAge"">28 years</div>",12588,52.9%,11277,1.12,76.1,3.9,676,17460,0.72,0.14,0.65,0.09,0.11,0.65,71.5%,1.04,76.1,0.72,1.07
173,Pimp,"['Dignitas', 'SK', 'Liquid', 'CPH Wolves']",976,25052,+2016,1.13,1.07,"<div class=""summaryPlayerAge"">27 years</div>",18116,46.6%,16100,1.13,78.3,3.9,976,25052,0.72,0.14,0.64,0.10,0.11,0.64,70.8%,1.05,78.3,0.72,1.07
174,Lucaozy,"['Fluxo', 'Sharks', 'DETONA', 'Reapers']",525,14120,+1107,1.12,1.07,"<div class=""summaryPlayerAge"">21 years</div>",10135,50.9%,9028,1.12,76.6,3.2,525,14120,0.72,0.11,0.64,0.09,0.10,0.64,71.8%,1.09,76.6,0.72,1.11
175,reiko,['HONORIS'],510,13695,+480,1.05,1.07,"<div class=""summaryPlayerAge"">23 years</div>",10340,47.7%,9860,1.05,83.7,5.1,510,13695,0.76,0.14,0.72,0.11,0.13,0.72,70.0%,1.20,83.7,0.76,1.12
176,dycha,"['ENCE', 'Sprout', 'Aristocracy']",896,24042,+1376,1.09,1.06,"<div class=""summaryPlayerAge"">25 years</div>",17457,53.2%,16081,1.09,81.1,4.9,896,24042,0.73,0.14,0.67,0.09,0.09,0.67,70.6%,1.15,81.1,0.73,1.12
177,DD,"['TYLOO', 'OneThree']",917,23728,+1523,1.10,1.06,"<div class=""summaryPlayerAge"">28 years</div>",17450,41.9%,15927,1.10,81.5,3.1,917,23728,0.74,0.16,0.67,0.11,0.10,0.67,72.7%,1.13,81.5,0.74,1.06
178,fame,"['Outsiders', 'K23', 'SG.pro']",587,15634,+1040,1.10,1.06,"<div class=""summaryPlayerAge"">19 years</div>",11309,57.4%,10269,1.10,77.4,3.5,587,15634,0.72,0.11,0.66,0.09,0.11,0.66,70.8%,1.14,77.4,0.72,1.11
179,snatchie,"['AGO', 'Virtus.pro', 'Sprout']",1629,43656,+2589,1.09,1.06,"<div class=""summaryPlayerAge"">25 years</div>",31588,29.5%,28999,1.09,72.7,1.6,1629,43656,0.72,0.09,0.66,0.08,0.09,0.66,68.7%,1.15,72.7,0.72,1.06
180,shalfey,"['forZe', 'Unique']",544,14712,+1254,1.14,1.06,"<div class=""summaryPlayerAge"">20 years</div>",10486,46.3%,9232,1.14,77.8,3.8,544,14712,0.71,0.12,0.63,0.08,0.09,0.63,71.5%,1.10,77.8,0.71,1.12
181,CLASIA,"['RBG', 'Secret Club', 'Carpe Diem', 'ChocoCheck']",404,10557,+687,1.10,1.06,"<div class=""summaryPlayerAge"">19 years</div>",7669,49.9%,6982,1.10,79.8,4.8,404,10557,0.73,0.14,0.66,0.09,0.10,0.66,71.8%,1.10,79.8,0.73,1.12
182,HObbit,"['Gambit', 'Winstrike']",1233,32570,+2257,1.11,1.06,"<div class=""summaryPlayerAge"">28 years</div>",23546,46.5%,21289,1.11,80.0,5.6,1233,32570,0.72,0.14,0.65,0.08,0.08,0.65,71.4%,1.13,80.0,0.72,1.06
183,acoR,"['Tricked', 'North Academy', 'MAD Lions', 'MOUZ']",1142,29943,+2222,1.12,1.06,"<div class=""summaryPlayerAge"">25 years</div>",21138,37.5%,18916,1.12,73.2,3.7,1142,29943,0.71,0.10,0.63,0.09,0.09,0.63,69.8%,1.10,73.2,0.71,1.06
184,smike,"['pro100', 'ACG', ""spray'n'pray"", 'eXplosive', 'k1ck']",496,12846,+601,1.07,1.06,"<div class=""summaryPlayerAge"">24 years</div>",9538,33.0%,8937,1.07,75.3,1.3,496,12846,0.74,0.10,0.70,0.09,0.08,0.70,66.7%,1.23,75.3,0.74,1.06
185,ofnu,"['Tainted Minds', 'Chiefs', 'AVANT', 'Winterfox']",852,21778,+1380,1.10,1.06,"<div class=""summaryPlayerAge"">29 years</div>",15793,48.9%,14413,1.10,79.7,5.2,852,21778,0.73,0.15,0.66,0.10,0.10,0.66,71.4%,1.11,79.7,0.73,1.06
186,boltz,"['Immortals', 'Luminosity', 'SK', 'MIBR']",1349,35243,+2642,1.12,1.06,"<div class=""summaryPlayerAge"">25 years</div>",24980,39.2%,22338,1.12,81.6,8.9,1349,35243,0.71,0.17,0.63,0.08,0.09,0.63,72.3%,1.09,81.6,0.71,1.06
187,AnJ,"['NRG', 'Singularity', 'Tricked']",403,10503,+763,1.11,1.06,"<div class=""summaryPlayerAge"">28 years</div>",7530,50.7%,6767,1.11,77.2,3.8,403,10503,0.72,0.12,0.64,0.09,0.12,0.64,71.7%,1.09,77.2,0.72,1.06
188,malbsMd,"['TeamOne', 'Infinity']",666,17075,+630,1.05,1.06,"<div class=""summaryPlayerAge"">20 years</div>",12798,62.9%,12168,1.05,80.6,5.4,666,17075,0.75,0.12,0.71,0.11,0.11,0.71,69.5%,1.21,80.6,0.75,1.11
189,slaxz-,"['ALTERNATE aTTaX', 'Sprout']",1078,29303,+2324,1.13,1.06,"<div class=""summaryPlayerAge"">24 years</div>",20416,29.3%,18092,1.13,72.1,3.3,1078,29303,0.70,0.10,0.62,0.09,0.09,0.62,71.0%,1.11,72.1,0.70,1.10
190,Ethan,"['NRG', 'CLG', 'Evil Geniuses']",986,25998,+1488,1.09,1.06,"<div class=""summaryPlayerAge"">22 years</div>",18853,49.4%,17365,1.09,81.4,4.3,986,25998,0.73,0.15,0.67,0.11,0.11,0.67,72.1%,1.18,81.4,0.73,1.14
191,NikkeZ,"['Ground Zero', 'Athletico']",420,10817,+549,1.07,1.06,"<div class=""summaryPlayerAge"">27 years</div>",8060,46.5%,7511,1.07,82.7,4.5,420,10817,0.75,0.15,0.69,0.09,0.10,0.69,69.7%,1.15,82.7,0.75,1.06
192,Rainwaker,['SKADE'],1297,35022,+2541,1.12,1.06,"<div class=""summaryPlayerAge"">21 years</div>",24621,41.6%,22080,1.12,77.8,4.5,1297,35022,0.70,0.13,0.63,0.08,0.10,0.63,72.6%,1.05,77.8,0.70,1.11
193,s4ltovsk1yy,"['IKLA', 'EC Kyiv']",487,13272,+1064,1.13,1.06,"<div class=""summaryPlayerAge"">21 years</div>",9248,40.8%,8184,1.13,71.0,2.9,487,13272,0.70,0.09,0.62,0.08,0.09,0.62,71.4%,1.08,71.0,0.70,1.10
194,SHiPZ,"['SKADE', 'Windigo']",1865,49812,+2518,1.07,1.06,"<div class=""summaryPlayerAge"">22 years</div>",36817,49.8%,34299,1.07,79.5,3.8,1865,49812,0.74,0.13,0.69,0.10,0.10,0.69,70.3%,1.14,79.5,0.74,1.11
195,trk,"['TeamOne', 'MIBR']",955,24964,+1652,1.10,1.06,"<div class=""summaryPlayerAge"">27 years</div>",17936,48.6%,16284,1.10,78.6,5.0,955,24964,0.72,0.14,0.65,0.12,0.13,0.65,73.7%,1.10,78.6,0.72,1.13
196,Happy,"['Envy', 'LDLC']",1464,37933,+2745,1.11,1.06,"<div class=""summaryPlayerAge"">31 years</div>",28022,41.2%,25277,1.11,77.5,2.7,1464,37933,0.74,0.12,0.67,0.06,0.07,0.67,67.8%,1.00,77.5,0.74,1.06
197,roeJ,"['fnatic', 'Copenhagen Flames', 'MAD Lions', 'Tricked']",976,25759,+1466,1.08,1.06,"<div class=""summaryPlayerAge"">29 years</div>",19117,54.9%,17651,1.08,83.3,4.3,976,25759,0.74,0.15,0.69,0.11,0.11,0.69,71.6%,1.21,83.3,0.74,1.15
198,zhokiNg,"['ViCi', 'VG.CyberZen']",1243,31797,+1443,1.06,1.06,"<div class=""summaryPlayerAge"">29 years</div>",23892,50.9%,22449,1.06,83.7,3.8,1243,31797,0.75,0.17,0.71,0.12,0.10,0.71,72.6%,1.27,83.7,0.75,1.06
199,Maka,"['Heretics', 'LDLC', '3DMAX']",1274,33875,+2368,1.11,1.06,"<div class=""summaryPlayerAge"">25 years</div>",23983,35.5%,21615,1.11,74.6,4.6,1274,33875,0.71,0.11,0.64,0.09,0.09,0.64,70.0%,1.15,74.6,0.71,1.10
200,afro,"['LDLC', 'DBL PONEY', 'HEET']",691,18495,+1243,1.11,1.06,"<div class=""summaryPlayerAge"">23 years</div>",12967,33.9%,11724,1.11,72.7,5.1,691,18495,0.70,0.11,0.63,0.08,0.09,0.63,69.8%,1.13,72.7,0.70,1.09
201,Brollan,"['Ninjas in Pyjamas', 'fnatic', 'GODSENT']",1071,28421,+1499,1.08,1.06,"<div class=""summaryPlayerAge"">20 years</div>",20543,52.4%,19044,1.08,78.9,4.9,1071,28421,0.72,0.13,0.67,0.09,0.10,0.67,70.5%,1.18,78.9,0.72,1.11
202,COLDYY1,['Spirit'],947,24917,+1718,1.11,1.06,"<div class=""summaryPlayerAge"">30 years</div>",17902,55.1%,16184,1.11,77.5,3.9,947,24917,0.72,0.13,0.65,0.09,0.11,0.65,71.5%,1.07,77.5,0.72,1.06
203,Valiance,"['ORDER', 'Paradox']",662,17113,+1133,1.10,1.06,"<div class=""summaryPlayerAge"">22 years</div>",11998,51.7%,10865,1.10,75.6,3.6,662,17113,0.70,0.13,0.63,0.10,0.11,0.63,72.3%,1.04,75.6,0.70,1.10
204,b4rtiN,"['TeamOne', 'GODSENT']",547,14329,+948,1.10,1.06,"<div class=""summaryPlayerAge"">21 years</div>",10164,55.1%,9216,1.10,74.7,3.6,547,14329,0.71,0.12,0.64,0.10,0.11,0.64,72.9%,1.06,74.7,0.71,1.10
205,paz,"['Space Soldiers', 'Sangal']",1147,30130,+1910,1.10,1.06,"<div class=""summaryPlayerAge"">25 years</div>",21471,51.3%,19561,1.10,75.2,2.5,1147,30130,0.71,0.12,0.65,0.10,0.10,0.65,71.5%,1.06,75.2,0.71,1.06
206,Skadoodle,['Cloud9'],1047,27129,+2458,1.15,1.06,"<div class=""summaryPlayerAge"">29 years</div>",18365,24.8%,15907,1.15,67.5,2.7,1047,27129,0.68,0.11,0.59,0.09,0.09,0.59,73.1%,0.95,67.5,0.68,1.06
207,shz,"['Luminosity', 'Imperial', 'MIBR', 'INTZ', 'BOOM']",850,22064,+1416,1.10,1.06,"<div class=""summaryPlayerAge"">24 years</div>",15719,50.9%,14303,1.10,76.9,3.2,850,22064,0.71,0.13,0.65,0.10,0.11,0.65,71.6%,1.04,76.9,0.71,1.09
208,koosta,"['CLG', 'Ghost', 'Gen.G', 'Enemy']",977,25766,+1341,1.08,1.06,"<div class=""summaryPlayerAge"">26 years</div>",18522,37.3%,17181,1.08,76.1,3.6,977,25766,0.72,0.12,0.67,0.09,0.10,0.67,69.5%,1.12,76.1,0.72,1.06
209,pancc,"['W7M', 'Sharks']",602,15875,+818,1.08,1.06,"<div class=""summaryPlayerAge"">25 years</div>",11462,53.7%,10644,1.08,79.9,5.3,602,15875,0.72,0.14,0.67,0.09,0.10,0.67,70.2%,1.15,79.9,0.72,1.11
210,TOR,"['Signature', 'Beyond']",452,11472,+657,1.09,1.06,"<div class=""summaryPlayerAge"">29 years</div>",8271,28.9%,7614,1.09,77.0,2.9,452,11472,0.72,0.12,0.66,0.08,0.09,0.66,68.9%,1.14,77.0,0.72,1.06
211,tucks,['Chiefs'],727,18442,+1230,1.10,1.06,"<div class=""summaryPlayerAge"">26 years</div>",13116,44.0%,11886,1.10,76.0,4.1,727,18442,0.71,0.13,0.64,0.09,0.09,0.64,71.2%,1.11,76.0,0.71,1.06
212,Grim,"['Complexity', 'Liquid', 'Triumph', 'Dignitas']",1001,26317,+992,1.05,1.06,"<div class=""summaryPlayerAge"">22 years</div>",19030,48.8%,18038,1.05,78.7,3.6,1001,26317,0.72,0.13,0.69,0.12,0.13,0.69,71.6%,1.13,78.7,0.72,1.11
213,suNny,"['ENCE', 'MOUZ', 'PENTA']",1353,35708,+1623,1.07,1.05,"<div class=""summaryPlayerAge"">28 years</div>",26260,47.4%,24637,1.07,80.6,5.0,1353,35708,0.74,0.14,0.69,0.09,0.09,0.69,69.9%,1.13,80.6,0.74,1.05
214,remix,"['ODDIK', 'Liberty', 'Redemption POA', 'UNO MILLE']",488,13045,+780,1.09,1.05,"<div class=""summaryPlayerAge"">29 years</div>",9249,27.5%,8469,1.09,71.6,2.1,488,13045,0.71,0.09,0.65,0.09,0.09,0.65,69.9%,1.10,71.6,0.71,1.08
215,flying,['Invictus'],429,11438,+534,1.07,1.05,"<div class=""summaryPlayerAge"">22 years</div>",8377,50.7%,7843,1.07,78.8,3.7,429,11438,0.73,0.12,0.69,0.09,0.10,0.69,70.7%,1.07,78.8,0.73,1.09
216,SLOWLY,"['TYLOO', 'EHOME']",569,15083,+672,1.07,1.05,"<div class=""summaryPlayerAge"">21 years</div>",10944,59.0%,10272,1.07,79.0,2.9,569,15083,0.73,0.13,0.68,0.10,0.10,0.68,71.5%,1.15,79.0,0.73,1.11
217,olofmeister,"['fnatic', 'FaZe']",1569,41008,+2662,1.10,1.05,"<div class=""summaryPlayerAge"">31 years</div>",29175,46.7%,26512,1.10,72.8,4.4,1568,40998,0.71,0.13,0.65,0.09,0.08,0.65,69.3%,1.01,72.8,0.71,1.05
218,Sobol,"['HONORIS', 'PACT', 'Wisla Krakow']",954,25876,+1465,1.09,1.05,"<div class=""summaryPlayerAge"">25 years</div>",18517,52.0%,17052,1.09,78.3,4.2,954,25876,0.72,0.13,0.66,0.08,0.09,0.66,70.9%,1.07,78.3,0.72,1.09
219,rallen,"['Kinguin', 'AGO']",1829,48934,+3200,1.10,1.05,"<div class=""summaryPlayerAge"">28 years</div>",35312,43.3%,32112,1.10,82.1,7.5,1829,48934,0.72,0.16,0.66,0.09,0.09,0.66,71.4%,1.12,82.1,0.72,1.05
220,Krimbo,"['BIG', 'BIG Academy', 'ALTERNATE aTTaX', 'cowana']",467,12514,+832,1.11,1.05,"<div class=""summaryPlayerAge"">20 years</div>",8716,51.0%,7884,1.11,76.1,7.1,467,12514,0.70,0.12,0.63,0.08,0.10,0.63,71.6%,1.03,76.1,0.70,1.09
221,KEi,"['9INE', 'AVEZ', 'Anonymo']",795,21409,+845,1.06,1.05,"<div class=""summaryPlayerAge"">21 years</div>",15844,45.2%,14999,1.06,82.9,4.5,795,21409,0.74,0.14,0.70,0.09,0.09,0.70,69.7%,1.22,82.9,0.74,1.12
222,flameZ,"['OG', 'Endpoint']",477,12794,+590,1.07,1.05,"<div class=""summaryPlayerAge"">19 years</div>",9138,52.8%,8548,1.07,79.3,6.0,477,12794,0.71,0.14,0.67,0.11,0.11,0.67,71.8%,1.16,79.3,0.71,1.12
223,iM,"['GamerLegion', 'Nexus']",853,22898,+976,1.06,1.05,"<div class=""summaryPlayerAge"">23 years</div>",16930,48.0%,15954,1.06,82.2,3.7,853,22898,0.74,0.13,0.70,0.09,0.09,0.70,69.9%,1.17,82.2,0.74,1.12
224,hardzao,"['paiN', 'DETONA']",789,20756,+1545,1.12,1.05,"<div class=""summaryPlayerAge"">22 years</div>",14366,46.6%,12821,1.12,74.6,4.6,789,20756,0.69,0.13,0.62,0.10,0.11,0.62,73.4%,1.03,74.6,0.69,1.10
225,bottle,"['Born Of Fire', 'Eclipse', 'Invictus', '5POWER', 'CyberZen']",768,19801,+871,1.06,1.05,"<div class=""summaryPlayerAge"">29 years</div>",14489,56.8%,13618,1.06,79.5,3.6,768,19801,0.73,0.14,0.69,0.10,0.10,0.69,71.1%,1.11,79.5,0.73,1.05
226,Gratisfaction,"['Grayhound', 'Renegades', '100 Thieves', 'Immunity', 'EXTREMUM']",925,24079,+1675,1.11,1.05,"<div class=""summaryPlayerAge"">26 years</div>",16702,32.5%,15027,1.11,73.4,3.4,925,24079,0.69,0.12,0.62,0.10,0.10,0.62,70.7%,1.14,73.4,0.69,1.05
227,ISSAA,"['HellRaisers', 'OG']",870,22834,+1402,1.09,1.05,"<div class=""summaryPlayerAge"">26 years</div>",16229,55.5%,14827,1.09,75.7,3.6,870,22834,0.71,0.12,0.65,0.10,0.11,0.65,72.1%,1.06,75.7,0.71,1.05
228,b1t,"['Natus Vincere', 'NAVI Junior']",538,14303,+936,1.10,1.05,"<div class=""summaryPlayerAge"">20 years</div>",9957,67.2%,9021,1.10,75.5,4.3,538,14303,0.70,0.11,0.63,0.09,0.10,0.63,72.0%,1.10,75.5,0.70,1.11
229,Ramz1kBO$$,"['Tengri', 'Syman']",425,11070,+553,1.07,1.05,"<div class=""summaryPlayerAge"">23 years</div>",8110,33.8%,7557,1.07,75.9,1.5,425,11070,0.73,0.10,0.68,0.07,0.08,0.68,67.2%,1.20,75.9,0.73,1.09
230,HZ,"['TYLOO', 'CyberZen', 'AllGamers']",500,12856,+691,1.08,1.05,"<div class=""summaryPlayerAge"">32 years</div>",9305,49.4%,8614,1.08,81.7,3.8,500,12856,0.72,0.17,0.67,0.13,0.12,0.67,73.8%,1.14,81.7,0.72,1.05
231,stavn,"['Heroic', 'Fragsters']",1217,32382,+1675,1.08,1.05,"<div class=""summaryPlayerAge"">20 years</div>",23554,43.0%,21879,1.08,81.0,4.3,1217,32382,0.73,0.14,0.68,0.10,0.10,0.68,70.9%,1.14,81.0,0.73,1.12
232,cajunb,"['North', 'TSM', 'OpTic', 'Dignitas']",1751,45848,+2868,1.10,1.05,"<div class=""summaryPlayerAge"">33 years</div>",32080,41.0%,29212,1.10,73.5,3.1,1751,45848,0.70,0.12,0.64,0.09,0.10,0.64,70.1%,1.02,73.5,0.70,1.05
233,JW,['fnatic'],2119,55805,+2640,1.07,1.05,"<div class=""summaryPlayerAge"">27 years</div>",40687,36.2%,38047,1.07,76.1,4.1,2119,55805,0.73,0.14,0.68,0.08,0.08,0.68,67.5%,1.16,76.1,0.73,1.05
234,mou,"['Gambit', 'K23', 'HellRaisers', 'Syman']",1537,40784,+2563,1.10,1.05,"<div class=""summaryPlayerAge"">31 years</div>",28922,27.9%,26359,1.10,73.8,4.0,1537,40784,0.71,0.11,0.65,0.08,0.09,0.65,69.8%,1.12,73.8,0.71,1.05
235,WolfY,"['ECSTATIC', 'Lyngby Vikings', 'Secret Club', 'fnatic Rising']",627,16674,+1246,1.12,1.05,"<div class=""summaryPlayerAge"">24 years</div>",11598,33.9%,10352,1.12,71.4,3.1,627,16674,0.70,0.10,0.62,0.09,0.10,0.62,71.6%,1.06,71.4,0.70,1.09
236,tabseN,"['BIG', 'PENTA', 'MOUZ']",2047,54130,+1539,1.04,1.05,"<div class=""summaryPlayerAge"">27 years</div>",39497,49.1%,37958,1.04,84.5,8.2,2047,54130,0.73,0.16,0.70,0.09,0.09,0.70,69.5%,1.22,84.5,0.73,1.05
237,yay,"['Complexity', 'Orgless']",653,17182,+604,1.05,1.05,"<div class=""summaryPlayerAge"">24 years</div>",12452,46.7%,11848,1.05,77.6,3.4,653,17182,0.72,0.13,0.69,0.10,0.11,0.69,69.9%,1.16,77.6,0.72,1.05
238,zeph,"['ORDER', 'Chiefs', 'DGG', 'Ground Zero']",600,15248,+600,1.06,1.05,"<div class=""summaryPlayerAge"">20 years</div>",11209,47.6%,10609,1.06,79.7,3.9,600,15248,0.74,0.13,0.70,0.10,0.10,0.70,69.1%,1.21,79.7,0.74,1.11
239,REDSTAR,"['Fiend', 'Bpro']",742,19770,+1317,1.10,1.05,"<div class=""summaryPlayerAge"">21 years</div>",13897,49.1%,12580,1.10,74.8,4.4,742,19770,0.70,0.12,0.64,0.10,0.10,0.64,71.6%,1.07,74.8,0.70,1.10
240,KRIMZ,['fnatic'],1862,48979,+3140,1.10,1.05,"<div class=""summaryPlayerAge"">28 years</div>",34313,40.8%,31173,1.10,76.3,4.2,1862,48979,0.70,0.15,0.64,0.09,0.10,0.64,71.3%,1.01,76.3,0.70,1.05
241,nin9,"['NKT', 'TIGER', 'Renewal', 'Mazaalai']",458,12069,+795,1.10,1.05,"<div class=""summaryPlayerAge"">24 years</div>",8449,36.7%,7654,1.10,75.1,5.0,458,12069,0.70,0.12,0.63,0.08,0.09,0.63,69.9%,1.10,75.1,0.70,1.10
242,Lucky,"['Tricked', 'Astralis']",688,18598,+1284,1.11,1.05,"<div class=""summaryPlayerAge"">20 years</div>",12853,39.4%,11569,1.11,71.3,3.0,688,18598,0.69,0.09,0.62,0.09,0.10,0.62,70.5%,1.04,71.3,0.69,1.08
243,SicK,"['Rogue', 'Misfits', 'TSM']",795,20701,+1040,1.07,1.05,"<div class=""summaryPlayerAge"">24 years</div>",15002,49.8%,13962,1.07,77.7,2.6,795,20701,0.72,0.13,0.67,0.10,0.12,0.67,71.9%,1.11,77.7,0.72,1.05
244,c0llins,"['Partizan', '4glory']",416,11227,+470,1.06,1.05,"<div class=""summaryPlayerAge"">24 years</div>",8192,54.3%,7722,1.06,79.9,4.8,416,11227,0.73,0.13,0.69,0.09,0.11,0.69,70.2%,1.17,79.9,0.73,1.11
245,NEEX,"['Izako Boars', 'ESC']",429,11195,+574,1.08,1.05,"<div class=""summaryPlayerAge"">26 years</div>",8076,31.3%,7502,1.08,71.5,1.6,429,11195,0.72,0.09,0.67,0.08,0.10,0.67,68.2%,1.09,71.5,0.72,1.05
246,MarKE,"['Extra Salt', 'eUnited', 'Swole Patrol']",953,24531,+1434,1.09,1.05,"<div class=""summaryPlayerAge"">24 years</div>",17299,53.2%,15865,1.09,79.2,5.2,953,24531,0.71,0.15,0.65,0.10,0.12,0.65,72.9%,1.10,79.2,0.71,1.12
247,juanflatroo,"['Bad News Eagles', 'BLINK', 'Secret']",680,18209,+518,1.04,1.05,"<div class=""summaryPlayerAge"">25 years</div>",13687,56.7%,13169,1.04,82.7,5.4,680,18209,0.75,0.13,0.72,0.09,0.10,0.72,68.6%,1.16,82.7,0.75,1.10
248,loWel,"['Movistar Riders', 'PENTA', 'MOUZ']",1008,26413,+1739,1.10,1.05,"<div class=""summaryPlayerAge"">26 years</div>",18549,47.5%,16810,1.10,75.8,4.5,1008,26413,0.70,0.13,0.64,0.09,0.11,0.64,73.1%,0.97,75.8,0.70,1.05
249,sdy,['Spirit'],1213,31914,+2074,1.10,1.05,"<div class=""summaryPlayerAge"">25 years</div>",22124,50.1%,20050,1.10,76.5,4.1,1213,31914,0.69,0.13,0.63,0.10,0.11,0.63,72.5%,1.03,76.5,0.69,1.10
250,raafa,"['W7M', 'Keyd']",640,16832,+1092,1.10,1.05,"<div class=""summaryPlayerAge"">28 years</div>",11650,27.4%,10558,1.10,72.4,3.7,640,16832,0.69,0.11,0.63,0.07,0.08,0.63,69.1%,1.08,72.4,0.69,1.07
251,Marcelious,"['Apeks', '777']",515,13889,+667,1.07,1.05,"<div class=""summaryPlayerAge"">23 years</div>",9864,31.4%,9197,1.07,74.0,3.2,515,13889,0.71,0.10,0.66,0.10,0.11,0.66,69.5%,1.10,74.0,0.71,1.07
252,Zellsis,"['Swole Patrol', 'Lazarus']",626,16210,+803,1.07,1.05,"<div class=""summaryPlayerAge"">24 years</div>",11657,46.4%,10854,1.07,79.2,4.8,626,16210,0.72,0.15,0.67,0.10,0.11,0.67,71.5%,1.11,79.2,0.72,1.11
253,Bwills,"['Nouns', 'Triumph', 'Gaimin Gladiators']",956,24928,+1268,1.08,1.05,"<div class=""summaryPlayerAge"">21 years</div>",17643,50.6%,16375,1.08,78.1,6.3,956,24928,0.71,0.15,0.66,0.11,0.14,0.66,72.7%,1.05,78.1,0.71,1.10
254,Jeorge,"['Gaimin Gladiators', 'Triumph', 'ChocoCheck', 'Nouns', 'GGPR']",414,10872,+493,1.07,1.05,"<div class=""summaryPlayerAge"">19 years</div>",7674,47.3%,7181,1.07,78.8,5.9,414,10872,0.71,0.15,0.66,0.10,0.11,0.66,71.9%,1.10,78.8,0.71,1.10
255,nexa,"['G2', 'Valiance', 'Imperial', 'OG']",1340,35515,+2088,1.09,1.05,"<div class=""summaryPlayerAge"">25 years</div>",24649,51.0%,22561,1.09,75.9,4.5,1340,35515,0.69,0.13,0.64,0.10,0.11,0.64,73.0%,1.01,75.9,0.69,1.05
256,rommi,"['Spirit Academy', 'HOLLYWOOD', 'PLINK', '1337']",516,13467,+604,1.06,1.05,"<div class=""summaryPlayerAge"">29 years</div>",9899,50.8%,9295,1.06,81.1,3.7,516,13467,0.74,0.14,0.69,0.08,0.10,0.69,69.7%,1.05,81.1,0.74,1.05
257,latto,"['00NATION', 'GODSENT', 'RED Canids']",445,11812,+691,1.09,1.05,"<div class=""summaryPlayerAge"">20 years</div>",8160,46.4%,7469,1.09,77.1,6.1,445,11812,0.69,0.14,0.63,0.09,0.11,0.63,72.7%,1.05,77.1,0.69,1.10
