Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating
dennis,Dennis Edman,N/A,32 years,29932,54.4%,28801,1.04,76.5,4.0,1580,41962,0.71,0.12,0.69,0.09,0.1,1.03
Forester,Igor Bezotecheskiy,1WIN,23 years,23686,53.7%,22552,1.05,76.5,3.4,1280,34135,0.69,0.13,0.66,0.09,0.09,1.08
DiMKE,Dimitrije Veljković,ex-4glory,29 years,12294,46.8%,11815,1.04,78.9,4.4,663,17460,0.7,0.15,0.68,0.11,0.12,1.02
hoody,Aaro Peltokangas,N/A,24 years,10871,49.6%,10469,1.04,77.2,3.7,575,15453,0.7,0.13,0.68,0.09,0.1,1.07
juho,Juho Lampinen,N/A,27 years,14787,46.0%,14640,1.01,78.5,2.4,774,20351,0.73,0.14,0.72,0.1,0.09,1.02
Blytz,Raul Gligor,Let us cook,22 years,8316,51.0%,8079,1.03,79.0,4.4,437,11709,0.71,0.14,0.69,0.1,0.11,1.08
CyberFocus,Roman Dergach,N/A,28 years,9080,29.7%,8760,1.04,74.2,2.0,491,12779,0.71,0.11,0.69,0.08,0.08,1.02
kai,Kaique Guidotti,N/A,27 years,8814,35.3%,8399,1.05,75.9,4.4,483,12692,0.69,0.14,0.66,0.09,0.11,1.07
imoRR,Ömer Karataş,Eternal Fire,23 years,14998,50.5%,14816,1.01,78.9,4.4,780,20939,0.72,0.13,0.71,0.11,0.09,1.1
pashaBiceps,Jarosław Jarząbkowski,N/A,34 years,29557,37.3%,28568,1.03,72.4,4.2,1597,41346,0.71,0.13,0.69,0.08,0.08,1.02
AMANEK,François Delaunay,LDLC,29 years,20404,45.7%,19122,1.07,74.9,4.7,1121,30127,0.68,0.13,0.63,0.09,0.09,1.02
smiley,Algat Abdul,Unique,25 years,8764,28.8%,8133,1.08,72.5,3.3,478,12883,0.68,0.1,0.63,0.08,0.09,1.07
kolor,Ádám Domoszlay,Rapid Ninjas,23 years,10692,27.7%,10344,1.03,73.1,2.1,579,15144,0.71,0.11,0.68,0.1,0.12,1.05
dragonfly,Jacob Lund,ex-Maknitude,26 years,9094,25.1%,8592,1.06,70.8,3.1,507,13234,0.69,0.09,0.65,0.09,0.08,1.06
niko,Nikolaj Kristensen,OG,24 years,22342,49.5%,21267,1.05,75.1,4.3,1224,32371,0.69,0.13,0.66,0.1,0.11,1.02
jdm64,Josh Marzano,N/A,32 years,14626,23.6%,13801,1.06,70.1,2.9,823,21321,0.69,0.1,0.65,0.1,0.09,1.02
fnx,Lincoln Lau,N/A,33 years,12323,49.7%,11661,1.06,78.4,5.9,690,17759,0.69,0.16,0.66,0.08,0.08,1.02
MonttY,Martin Melišek,N/A,23 years,9507,46.6%,9169,1.04,77.3,1.9,522,13451,0.71,0.14,0.68,0.11,0.11,1.02
FANAT ROCKA,Vasiliy Trusov,N/A,31 years,8262,27.1%,7809,1.06,71.8,2.8,465,12150,0.68,0.11,0.64,0.08,0.09,1.02
disco doplan,Joakim Gidetun,N/A,27 years,22193,43.9%,21099,1.05,76.1,3.6,1207,32000,0.69,0.13,0.66,0.09,0.1,1.02
HS,Kevin Tarn,N/A,26 years,20451,49.2%,20042,1.02,78.4,5.0,1077,28801,0.71,0.15,0.7,0.1,0.11,1.02
Nico,Nicolaj Jensen,N/A,31 years,6738,26.0%,6191,1.09,80.6,4.9,399,10074,0.67,0.12,0.61,0.08,0.14,1.02
bondik,Vladyslav Nechyporchuk,N/A,29 years,26616,47.7%,25160,1.06,74.5,5.3,1470,38637,0.69,0.13,0.65,0.09,0.1,1.02
mouz,Mikołaj Karolewski,N/A,27 years,31408,50.2%,29667,1.06,74.1,3.2,1720,45715,0.69,0.13,0.65,0.09,0.1,1.02
cxzi,Danny Strzelczyk,Vendetta,22 years,10950,36.4%,10867,1.01,80.8,5.3,582,15179,0.72,0.15,0.72,0.1,0.08,1.09
qqGOD,Phoomphat Phodjanat,LZ,25 years,10674,40.9%,10394,1.03,79.2,3.3,584,15180,0.7,0.16,0.68,0.09,0.09,1.02
MoeycQ,Mohammed Tizani,N/A,30 years,11650,36.9%,11240,1.04,75.2,5.1,639,16594,0.7,0.12,0.68,0.09,0.09,1.02
fl0m,Erik Flom,Mythic,30 years,13681,30.9%,13053,1.05,73.8,3.6,744,19669,0.7,0.12,0.66,0.1,0.1,1.02
Snakes,Ryan Amann,Strife,20 years,8369,42.2%,7994,1.05,74.9,4.6,473,12195,0.69,0.13,0.66,0.1,0.1,1.07
jedqr,Grzegorz Jędras,AGO,24 years,16835,53.2%,16041,1.05,77.4,6.2,902,24360,0.69,0.15,0.66,0.1,0.11,1.08
spargo,Jarkko Rahja,N/A,21 years,10362,32.2%,9899,1.05,69.3,2.4,556,15157,0.68,0.09,0.65,0.09,0.09,1.05
spaze,Ivan Obrezhan,MayBe,25 years,10281,52.0%,10192,1.01,75.9,2.6,538,14117,0.73,0.14,0.72,0.1,0.11,1.02
v1c7oR,Viktor Dyankov,N/A,28 years,34344,46.3%,33163,1.04,76.6,4.5,1891,49359,0.7,0.16,0.67,0.12,0.11,1.02
Kylar,Kacper Walukiewicz,9INE,23 years,13701,58.2%,13167,1.04,73.7,4.5,741,19980,0.69,0.12,0.66,0.09,0.11,1.06
Goofy,Krzysiek Gorski,9INE,22 years,23906,40.9%,23411,1.02,78.1,4.7,1258,34048,0.7,0.15,0.69,0.1,0.11,1.08
Voltage,Logan Long,N/A,22 years,7494,28.6%,6923,1.08,67.5,2.8,444,11421,0.66,0.09,0.61,0.09,0.1,1.05
Ace,Brandon Winn,N/A,27 years,7922,31.4%,7352,1.08,68.5,2.3,456,11866,0.67,0.1,0.62,0.09,0.1,1.06
Markoś,Kuba Markowski,EC Brugge,24 years,13622,30.4%,12726,1.07,71.9,3.3,752,20191,0.67,0.11,0.63,0.08,0.08,1.06
dimasick,Dmitry Matvienko,N/A,26 years,10747,49.1%,10300,1.04,75.9,3.5,585,15322,0.7,0.12,0.67,0.08,0.09,1.06
queztone,Richard Strnátko,N/A,26 years,13135,44.7%,12900,1.02,77.1,3.2,709,18569,0.71,0.14,0.69,0.1,0.1,1.02
glowiing,Aleksandr Matsievich,N/A,29 years,11201,54.8%,11040,1.01,79.4,5.1,588,15752,0.71,0.13,0.7,0.09,0.09,1.07
ROBO,Vladimir Neskey,N/A,30 years,12328,45.6%,11700,1.05,74.0,2.7,667,17746,0.69,0.11,0.66,0.09,0.1,1.02
steel,Joshua Nissan,N/A,33 years,11498,45.7%,11237,1.02,80.0,4.8,616,16284,0.71,0.15,0.69,0.09,0.08,1.02
aidKiT,Jane Apostoloski,BLUEJAYS,21 years,8409,40.3%,8008,1.05,70.9,2.9,460,12296,0.68,0.1,0.65,0.08,0.08,1.05
KalubeR,Kalin Erenditsov,Partizan,22 years,7696,51.3%,7425,1.04,74.6,4.2,415,11198,0.69,0.12,0.66,0.09,0.11,1.05
fr0slev,Magnus Frøslev,Sashi,25 years,11143,48.0%,10673,1.04,78.1,4.7,611,15973,0.7,0.14,0.67,0.1,0.12,1.08
LETN1,Nestor Tanić,TYLOO,30 years,19347,49.6%,18183,1.06,72.8,3.6,1111,28880,0.67,0.13,0.63,0.1,0.1,1.02
TENZKI,Jesper Plougmann,N/A,28 years,27151,53.0%,25818,1.05,76.8,4.4,1504,39564,0.69,0.14,0.65,0.09,0.1,1.02
Jyo,Rassim Valijev,K23,28 years,23086,40.8%,21922,1.05,75.2,5.6,1259,33762,0.68,0.13,0.65,0.1,0.09,1.08
flamie,Egor Vasilyev,N/A,25 years,31244,54.6%,30047,1.04,74.3,3.9,1710,45289,0.69,0.14,0.66,0.09,0.09,1.02
Spongey,Gabe Greiner,N/A,23 years,14481,50.9%,13464,1.08,71.3,4.4,843,21895,0.66,0.12,0.61,0.1,0.11,1.06
fox,Ricardo Pacheco,N/A,36 years,19461,32.1%,18938,1.03,75.5,3.2,1058,27636,0.7,0.13,0.69,0.1,0.09,1.02
n0thing,Jordan Gilbert,N/A,32 years,14720,52.6%,14236,1.03,74.9,5.0,813,21021,0.7,0.15,0.68,0.1,0.1,1.02
FaNg,Justin Coakley,Complexity,20 years,13851,56.0%,13339,1.04,75.8,3.9,757,19746,0.7,0.12,0.68,0.11,0.1,1.08
roca,Daniel Gustaferri,N/A,27 years,12336,51.4%,12141,1.02,76.4,3.0,660,17324,0.71,0.13,0.7,0.1,0.11,1.02
Tuurtle,Matheus Anhaia,MIBR,24 years,16497,55.6%,15952,1.03,76.4,3.0,904,23758,0.69,0.14,0.67,0.11,0.11,1.08
F1KU,Maciej Miklas,OG,19 years,13112,54.7%,12843,1.02,76.8,4.9,700,19042,0.69,0.13,0.67,0.1,0.09,1.06
mar,Martin Kuyumdjiev,N/A,25 years,14217,48.3%,13802,1.03,78.8,6.6,767,20359,0.7,0.14,0.68,0.1,0.1,1.08
flickz,Sam Jones,N/A,32 years,7997,48.3%,7643,1.05,78.9,5.3,462,11642,0.69,0.16,0.66,0.08,0.08,1.08
NBK-,Nathan Schmitt,Falcons,28 years,39379,53.9%,38381,1.03,76.6,3.5,2177,57166,0.69,0.15,0.67,0.1,0.08,1.01
sLowi,Olli Pitkänen,JANO,26 years,22674,52.1%,22070,1.03,76.5,4.8,1223,32824,0.69,0.14,0.67,0.09,0.09,1.01
Zyphon,Rasmus Nordfoss,Sprout,19 years,9612,51.1%,9243,1.04,75.6,3.0,521,13872,0.69,0.12,0.67,0.09,0.11,1.07
chrisJ,Chris de Jong,N/A,32 years,31011,41.5%,29926,1.04,70.1,3.3,1727,45400,0.68,0.11,0.66,0.1,0.08,1.01
xCeeD,Jack Holiman,N/A,22 years,8222,44.1%,8049,1.02,75.4,3.1,457,11806,0.7,0.13,0.68,0.11,0.11,1.07
iDk,Victor Torraca,TeamOne,24 years,17828,47.8%,17190,1.04,77.6,4.8,992,25824,0.69,0.15,0.67,0.1,0.09,1.08
Krad,Vladislav Kravchenko,forZe,24 years,24467,48.7%,23932,1.02,76.8,4.9,1326,35451,0.69,0.14,0.68,0.09,0.09,1.06
Lekr0,Jonas Olofsson,N/A,29 years,24167,51.6%,23353,1.03,76.6,3.9,1308,34956,0.69,0.14,0.67,0.09,0.09,1.01
b0RUP,Johannes Borup,Copenhagen Flames,23 years,27880,63.3%,27325,1.02,73.3,4.7,1529,40686,0.69,0.12,0.67,0.1,0.1,1.01
desi,Derek Branchen,N/A,30 years,7826,51.5%,7727,1.01,75.6,2.9,430,10986,0.71,0.13,0.7,0.09,0.1,1.01
es3tag,Patrick Hansen,Ninjas in Pyjamas,27 years,24633,35.5%,23816,1.03,75.9,5.1,1378,36090,0.68,0.15,0.66,0.1,0.1,1.01
1962,Gabriel Sinopoli,N/A,27 years,10818,53.7%,10801,1.0,76.8,3.8,586,15244,0.71,0.13,0.71,0.11,0.1,1.07
j3kie,Evgeniy Sergachev,IKLA,22 years,7593,63.4%,7469,1.02,75.1,3.9,405,10932,0.69,0.11,0.68,0.08,0.08,1.05
Xyp9x,Andreas Højsleth,Astralis,27 years,35688,41.6%,33492,1.07,74.4,6.1,2082,54426,0.66,0.16,0.62,0.09,0.09,1.01
Plopski,Nicolas Gonzalez Zamora,GODSENT,20 years,19762,41.7%,18976,1.04,76.4,4.9,1083,28714,0.69,0.14,0.66,0.1,0.11,1.08
EasTor,Rajohn Linato,N/A,29 years,9077,28.5%,8699,1.04,68.8,2.8,503,13375,0.68,0.09,0.65,0.1,0.1,1.01
mitch,Mitch Semago,N/A,26 years,14179,44.4%,13547,1.05,76.8,4.0,807,20719,0.68,0.14,0.65,0.1,0.11,1.01
yel,Gustavo Knittel,Paquetá,30 years,17177,30.5%,16183,1.06,71.4,3.1,986,25612,0.67,0.11,0.63,0.09,0.09,1.01
roseau,Baskoro Dwi Putra,N/A,29 years,7505,40.3%,7421,1.01,77.8,3.0,418,10537,0.71,0.15,0.7,0.11,0.11,1.01
Maikelele,Mikail Bill,N/A,31 years,18983,37.0%,18042,1.05,73.3,4.8,1075,28357,0.67,0.14,0.64,0.09,0.09,1.01
stadodo,Renato Gonçalves,FTW,26 years,15576,39.5%,14842,1.05,73.5,5.6,874,23129,0.67,0.13,0.64,0.09,0.09,1.08
Noobster,Andy Zhang,N/A,26 years,8741,34.5%,8534,1.02,73.2,4.0,495,12785,0.68,0.12,0.67,0.09,0.09,1.01
Viva,Lifan Ran,N/A,22 years,10605,46.0%,10125,1.05,71.9,2.7,597,15834,0.67,0.12,0.64,0.1,0.11,1.06
byali,Paweł Bieliński,N/A,28 years,35932,51.7%,34623,1.04,76.3,3.6,1957,51488,0.7,0.14,0.67,0.09,0.1,1.01
tatazin,Alef Pereira,TropiCaos,28 years,14035,46.3%,13015,1.08,70.1,3.3,824,21596,0.65,0.11,0.6,0.08,0.09,1.05
MisteM,Gareth Ries,ATK,21 years,8557,52.1%,8472,1.01,75.2,4.6,477,12460,0.69,0.12,0.68,0.09,0.09,1.05
obj,Francisco Ramos,N/A,27 years,7278,31.6%,6855,1.06,69.9,2.9,418,10936,0.67,0.11,0.63,0.09,0.09,1.01
shokz,Kristjan Jakobson,ex-Finest,25 years,13339,53.7%,12917,1.03,74.3,3.5,735,19722,0.68,0.12,0.65,0.08,0.09,1.06
spyleadeR,Emiliyan Dimitrov,TENSTAR,33 years,16860,42.3%,16777,1.0,81.0,4.6,900,23255,0.73,0.18,0.72,0.1,0.08,1.01
PlesseN,Niclas Plessen,N/A,24 years,26698,54.4%,26580,1.0,80.3,5.7,1405,37814,0.71,0.15,0.7,0.1,0.09,1.01
SHOCK,Max Kvapil,SINNERS,22 years,16174,55.1%,15641,1.03,73.0,3.6,895,24020,0.67,0.11,0.65,0.08,0.09,1.04
kreaz,Rasmus Johansson,N/A,24 years,14091,46.9%,13506,1.04,75.6,4.5,782,20862,0.68,0.14,0.65,0.09,0.1,1.01
Jinxx,Chris Moseley,N/A,25 years,7171,52.7%,6866,1.04,72.3,3.8,407,10684,0.67,0.12,0.64,0.1,0.13,1.04
mirbit,Sabit Coktasar,Nordavind,26 years,15351,44.0%,14425,1.06,73.5,5.7,866,23162,0.66,0.13,0.62,0.09,0.09,1.06
hampus,Hampus Poser,Ninjas in Pyjamas,24 years,26383,40.4%,26188,1.01,79.7,4.4,1418,37698,0.7,0.15,0.69,0.08,0.08,1.01
Norwi,Evgeny Ermolin,Aurora,21 years,8977,49.2%,8690,1.03,72.9,4.5,499,13412,0.67,0.12,0.65,0.1,0.1,1.05
szejn,Hubert Światły,N/A,21 years,10829,51.7%,10650,1.02,76.5,3.9,590,15762,0.69,0.13,0.68,0.09,0.09,1.05
Nodios,Magnus Olsen,Tricked,23 years,16537,54.0%,15909,1.04,75.7,5.1,908,24413,0.68,0.13,0.65,0.1,0.11,1.01
JDC,Jon de Castro,MOUZ,22 years,10476,51.0%,10269,1.02,75.3,3.2,585,15354,0.68,0.12,0.67,0.1,0.1,1.05
NENO,Anel Ceković,BLUEJAYS,29 years,12487,42.4%,11965,1.04,74.6,4.6,707,18274,0.68,0.14,0.65,0.09,0.09,1.01
Friis,Michael Jørgensen,N/A,33 years,16356,26.3%,15609,1.05,69.4,2.4,938,24254,0.67,0.11,0.64,0.09,0.08,1.01
Polt,Vadim Tsyrov,Insilio,28 years,9828,49.3%,9378,1.05,78.1,3.6,537,14234,0.69,0.14,0.66,0.08,0.09,1.07
dazzLe,Will Loafman,N/A,27 years,12753,42.0%,12761,1.0,80.9,3.5,690,17971,0.71,0.16,0.71,0.1,0.09,1.08
delboNi,Felipe Delboni,Flamengo,25 years,10610,44.6%,10320,1.03,74.7,3.8,597,15527,0.68,0.13,0.66,0.1,0.11,1.04
ayaya,YangYang Zheng,After,24 years,8333,40.3%,8231,1.01,78.0,2.7,462,11695,0.71,0.14,0.7,0.09,0.09,1.01
apEX,Dan Madesclaire,Vitality,29 years,38627,51.5%,38338,1.01,78.1,5.2,2088,54865,0.7,0.16,0.7,0.1,0.09,1.01
GruBy,Dominik Swiderski,N/A,27 years,32996,42.4%,32427,1.02,77.8,3.4,1804,47970,0.69,0.15,0.68,0.1,0.1,1.01
Svedjehed,Leo Svedjehed,N/A,19 years,8573,44.2%,8277,1.04,74.6,3.9,465,12647,0.68,0.13,0.65,0.08,0.1,1.04
HUGHMUNGUS,Hugh Anderson,Hello Kitten,22 years,14473,50.6%,14038,1.03,74.3,4.8,823,21329,0.68,0.13,0.66,0.1,0.11,1.05
Stewie2K,Jake Yip,N/A,25 years,27664,49.4%,27288,1.01,77.6,5.1,1525,39802,0.7,0.14,0.69,0.1,0.08,1.01
kalinka,Nikolaj Rysakov,N/A,28 years,16112,52.8%,15955,1.01,76.6,3.8,855,22891,0.7,0.12,0.7,0.09,0.09,1.01
grux,Denis Gutaj,N/A,23 years,9212,67.1%,8982,1.03,73.8,2.9,496,13236,0.7,0.11,0.68,0.1,0.11,1.04
SIXER,Christophe Xia,GenOne,31 years,20161,38.6%,18939,1.06,70.1,2.7,1153,30448,0.66,0.11,0.62,0.09,0.1,1.01
to1nou,Antoine Pirard,FiveG,27 years,15196,30.5%,14676,1.04,68.8,2.2,850,22377,0.68,0.1,0.66,0.09,0.1,1.01
clax,Timur Sabirov,N/A,20 years,8278,54.8%,8003,1.03,73.9,4.5,460,12263,0.68,0.11,0.65,0.08,0.1,1.04
jR,Dmitriy Chervak,Run or Die,29 years,16101,34.0%,15547,1.04,71.6,3.3,892,23804,0.68,0.11,0.65,0.08,0.07,1.01
DickStacy,Ollie Tierney,N/A,25 years,10559,48.9%,10216,1.03,73.6,4.6,625,15744,0.67,0.15,0.65,0.11,0.09,1.08
DESPE,Çağatay Sedef,N/A,29 years,8068,29.8%,7748,1.04,68.7,2.5,468,12127,0.67,0.11,0.64,0.08,0.08,1.01
pesadelo,Matheus Panisset,TeamOne,23 years,13401,44.7%,13353,1.0,77.5,6.4,736,19173,0.7,0.14,0.7,0.1,0.1,1.05
kioShiMa,Fabien Fiey,N/A,28 years,26259,51.3%,24967,1.05,74.0,5.2,1495,39250,0.67,0.15,0.64,0.08,0.09,1.01
capseN,Lukáš Koláčný,ECLOT,23 years,8300,27.6%,7825,1.06,68.3,2.5,477,12701,0.65,0.1,0.62,0.08,0.08,1.03
FugLy,Jacob Medina,N/A,28 years,18921,43.4%,18300,1.03,73.5,3.5,1083,28153,0.67,0.13,0.65,0.1,0.11,1.01
emagine,Chris Rowlands,N/A,31 years,12837,45.9%,12350,1.04,73.6,4.8,751,18931,0.68,0.14,0.65,0.1,0.09,1.01
Nifty,Noah Francis,4ORMULA,25 years,15522,36.3%,15200,1.02,70.3,3.2,875,22953,0.68,0.09,0.66,0.1,0.09,1.01
HexT,Jadan Postma,Evil Geniuses,21 years,10380,49.6%,10210,1.02,76.2,4.7,562,14914,0.7,0.14,0.68,0.12,0.12,1.08
MINISE,Jacek Jeziak,N/A,29 years,34615,39.7%,34010,1.02,73.9,4.9,1871,49905,0.69,0.12,0.68,0.08,0.07,1.0
reatz,Paweł Jańczak,N/A,28 years,29166,51.6%,28507,1.02,73.9,2.8,1579,42452,0.69,0.12,0.67,0.1,0.11,1.0
J0LZ,David Jolin,Strife,22 years,9337,48.5%,9249,1.01,78.5,4.7,504,13281,0.7,0.13,0.7,0.09,0.09,1.06
waterfaLLZ,Nikita Matveyev,N/A,27 years,16509,27.1%,16171,1.02,72.5,3.2,906,24053,0.69,0.12,0.67,0.09,0.08,1.0
pounh,Eimantas Lazickas,N/A,25 years,7289,49.5%,7198,1.01,75.9,2.1,401,10552,0.69,0.13,0.68,0.09,0.09,1.04
Zero,Patrik Žúdel,SINNERS,24 years,21821,49.1%,20891,1.04,72.0,2.5,1225,32604,0.67,0.12,0.64,0.09,0.11,1.0
ap0c,Mike Aliferis,Encore,35 years,16981,51.0%,16854,1.01,76.9,4.9,954,24425,0.7,0.14,0.69,0.1,0.09,1.0
Edward,Ioann Sukhariev,N/A,35 years,27139,51.1%,26366,1.03,72.4,2.9,1495,39373,0.69,0.13,0.67,0.09,0.09,1.0
zqkS,Caio Fonseca,Flamengo,30 years,14240,28.9%,13496,1.06,69.5,3.9,833,21607,0.66,0.11,0.62,0.09,0.09,1.0
arT,Andrei Piovezan,FURIA,26 years,19238,35.0%,19249,1.0,77.9,3.8,1050,27291,0.7,0.14,0.71,0.1,0.07,1.09
Relyks,Skyler Weaver,N/A,28 years,14589,48.8%,14428,1.01,73.9,5.6,832,21258,0.69,0.12,0.68,0.1,0.1,1.0
glace,Nicolai Jensen,N/A,29 years,10395,52.2%,10029,1.04,74.4,4.1,589,15307,0.68,0.14,0.66,0.09,0.1,1.0
Oderus,Chad Miller,N/A,23 years,8738,34.3%,8790,0.99,72.3,1.8,473,12356,0.71,0.09,0.71,0.1,0.1,1.04
1uke,Aleksey Zimin,N/A,30 years,11017,26.4%,10794,1.02,71.6,2.2,623,16179,0.68,0.09,0.67,0.08,0.07,1.0
almazer,Almaz Asadullin,NASR,24 years,24049,51.8%,23425,1.03,74.4,4.1,1334,35805,0.67,0.13,0.65,0.1,0.09,1.06
xseveN,Sami Laasanen,HAVU,28 years,25191,46.8%,24719,1.02,78.5,6.1,1400,37228,0.68,0.16,0.66,0.09,0.09,1.0
kenzor,Leonard Volodarchuk,LeeK,25 years,10913,55.0%,10856,1.01,76.6,2.6,605,15796,0.69,0.13,0.69,0.1,0.11,1.05
innocent,Paweł Mocek,Anonymo,29 years,34362,45.9%,33914,1.01,76.9,5.2,1881,49798,0.69,0.14,0.68,0.09,0.09,1.0
hazed,James Cobb,N/A,33 years,13273,49.8%,13354,0.99,78.3,4.1,736,19138,0.69,0.15,0.7,0.09,0.08,1.0
xiaosaGe,Peng Song,Steel Helmet,33 years,15686,47.7%,15651,1.0,80.0,5.2,847,22333,0.7,0.16,0.7,0.11,0.1,1.08
magixx,Boris Vorobiev,Spirit,19 years,12337,56.9%,11902,1.04,70.8,3.9,714,18940,0.65,0.11,0.63,0.1,0.1,1.05
cbbk,Thotsaphon Suphatthanaphalaphon,N/A,28 years,7029,51.2%,6866,1.02,75.6,4.3,404,10342,0.68,0.15,0.66,0.1,0.1,1.06
speed4k,Anton Titov,N/A,26 years,14881,40.5%,14354,1.04,69.7,2.9,840,22566,0.66,0.11,0.64,0.09,0.09,1.04
ImpressioN,Anthony Lim,N/A,27 years,12159,48.9%,12028,1.01,76.8,4.2,684,17721,0.69,0.15,0.68,0.1,0.11,1.0
KILLDREAM,Joao Ferreira,N/A,30 years,7851,44.2%,7867,1.0,81.9,3.4,429,11159,0.7,0.16,0.7,0.1,0.11,1.0
RoLEX,Warittorn Kalanukarn,N/A,22 years,8834,51.2%,8801,1.0,78.6,3.2,492,12610,0.7,0.14,0.7,0.09,0.09,1.06
zeff,Min-Seok Park,N/A,34 years,8381,42.0%,8327,1.01,77.8,4.9,482,12229,0.69,0.17,0.68,0.13,0.11,1.0
R0b3n,Roberts Čigauskis,Looking For Org,21 years,9481,49.7%,9273,1.02,74.4,3.0,530,13950,0.68,0.12,0.66,0.09,0.1,1.04
deco,Marcos Amato,BESTIA,25 years,8345,49.5%,8228,1.01,76.9,4.6,463,12313,0.68,0.15,0.67,0.11,0.11,1.07
cromen,Jorgen Robertsen,N/A,27 years,11785,52.8%,11718,1.01,74.0,3.6,653,17335,0.68,0.13,0.68,0.11,0.11,1.0
adreN,Eric Hoag,Liquid,32 years,12259,35.3%,11879,1.03,76.5,5.7,697,18241,0.67,0.15,0.65,0.1,0.12,1.0
Basso,Sebastian Aagaard,Atlantic,24 years,10412,53.0%,10144,1.03,70.0,3.5,600,15732,0.66,0.1,0.64,0.09,0.1,1.0
Tsogoo,Tsog Mashbat,Mazaalai,28 years,8991,52.9%,8916,1.01,76.9,3.3,502,12846,0.7,0.14,0.69,0.1,0.1,1.0
void,Cooper Farrell,N/A,21 years,7854,40.0%,7727,1.02,74.1,2.8,437,11368,0.69,0.13,0.68,0.1,0.11,1.03
pyth,Jacob Mourujärvi,N/A,29 years,13677,56.0%,13682,1.0,70.3,4.1,756,19801,0.69,0.13,0.69,0.1,0.1,1.0
MODDII,Andreas Fridh,N/A,33 years,20585,52.4%,20184,1.02,74.6,3.6,1170,30550,0.67,0.13,0.66,0.08,0.08,1.0
cam,Cameron Kern,N/A,24 years,9454,50.8%,9285,1.02,75.3,5.4,544,13974,0.68,0.15,0.66,0.12,0.12,1.06
dzt,Denis Fischer,TropiCaos,26 years,12786,46.6%,12661,1.01,75.4,3.9,723,18717,0.68,0.13,0.68,0.1,0.09,1.0
supra,Anton Tšernobai,Boston crab,21 years,10340,58.5%,10261,1.01,72.7,5.3,579,15577,0.66,0.12,0.66,0.1,0.1,1.05
Vegi,Arek Nawojski,Anonymo,22 years,17250,48.1%,17331,1.0,77.0,3.6,901,24777,0.7,0.13,0.7,0.1,0.1,1.05
Noktse,Nicolás Dávila,BESTIA,30 years,15500,39.0%,15205,1.02,74.0,4.7,881,23055,0.67,0.13,0.66,0.09,0.09,1.06
fenvicious,Evgeny Mitsik,farfaraway,28 years,13559,52.8%,13514,1.0,75.5,2.4,751,19647,0.69,0.12,0.69,0.09,0.09,1.0
mds,Aleksandr Rubets,Websterz,24 years,21378,53.3%,20921,1.02,72.4,2.8,1191,31881,0.67,0.11,0.66,0.09,0.09,1.04
vice,Daniel Kim,N/A,27 years,8668,49.4%,8540,1.01,75.9,3.1,493,12707,0.68,0.14,0.67,0.12,0.11,1.0
ragga,Cosmin Teodorescu,Nexus,22 years,8955,43.3%,8971,1.0,74.8,3.7,481,13058,0.69,0.12,0.69,0.1,0.1,1.04
CYPHER,Cai Watson,Into the Breach,20 years,8076,51.8%,8190,0.99,78.1,4.2,424,11553,0.7,0.14,0.71,0.11,0.1,1.08
