Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating
HOLMES,Petar Dimitrijević,N/A,30 years,8127,44.7%,8494,0.96,77.9,4.5,462,12092,0.67,0.15,0.7,0.1,0.1,0.96
ProbLeM,Dmitriy Martinov,Forward,24 years,11013,48.7%,11351,0.97,73.8,4.9,621,16852,0.65,0.13,0.67,0.1,0.1,1.02
JazzPimp,Dominick Dimpfel,Nouns,25 years,8862,53.9%,9224,0.96,74.7,3.6,496,13025,0.68,0.14,0.71,0.1,0.11,1.01
xms,Alexandre Forté,N/A,25 years,12206,59.0%,12830,0.95,71.0,2.9,712,18783,0.65,0.12,0.68,0.11,0.1,0.96
Uber,Michael Stapells,N/A,26 years,6674,50.2%,6973,0.96,73.6,3.9,398,10027,0.67,0.14,0.7,0.12,0.11,0.96
Marek,Tzu-Chi Huang,YK,29 years,7492,51.5%,7757,0.97,72.4,3.7,439,11573,0.65,0.13,0.67,0.09,0.1,0.96
Kairi,David de Miguel,N/A,34 years,6789,37.8%,7025,0.97,73.9,6.0,407,10374,0.65,0.15,0.68,0.1,0.09,0.96
glow,Min-Soo Kim,N/A,34 years,6438,51.9%,6537,0.98,69.5,3.2,395,10045,0.64,0.12,0.65,0.11,0.11,1.01
TMB,Thomas Bundsbæk,Copenhagen Flames,21 years,15171,47.3%,15839,0.96,76.9,7.5,858,23036,0.66,0.16,0.69,0.11,0.09,1.04
nafany,Vladislav Gorshkov,Cloud9,21 years,16392,50.8%,17233,0.95,74.1,4.9,934,24838,0.66,0.14,0.69,0.1,0.08,1.03
Kvik,Aurimas Kvakšys,Kalbos Egzaminas,27 years,13755,42.7%,14443,0.95,75.1,3.8,785,20509,0.67,0.14,0.7,0.1,0.1,0.96
LOGAN,Logan Corti,N/A,24 years,10091,55.2%,10391,0.97,70.6,2.6,590,15692,0.64,0.12,0.66,0.1,0.1,1.01
smF,Danni Dyg,CEPTER,30 years,13994,56.2%,14376,0.97,69.5,4.6,838,21953,0.64,0.13,0.65,0.11,0.11,0.96
Aleksib,Aleksi Virolainen,Ninjas in Pyjamas,25 years,18287,39.4%,18747,0.98,74.2,8.5,1080,28650,0.64,0.17,0.65,0.11,0.1,0.96
Walco,Colby Walsh,EG Black,21 years,10261,56.6%,10805,0.95,73.2,7.5,590,15639,0.66,0.13,0.69,0.1,0.09,1.01
RZU,Jeff Ngo,N/A,22 years,8905,52.3%,9459,0.94,73.9,3.7,502,13085,0.68,0.12,0.72,0.1,0.1,1.01
tiziaN,Tizian Feldbusch,BIG Academy,26 years,30155,56.1%,31121,0.97,71.2,4.6,1785,47248,0.64,0.13,0.66,0.09,0.09,0.96
kraghen,Tobias Kragh Jensen,ECSTATIC,20 years,7087,46.6%,7408,0.96,76.8,5.5,396,10653,0.67,0.14,0.7,0.1,0.11,1.03
nosraC,Carson O'Reilly,Nouns,22 years,10774,49.7%,11257,0.96,74.2,6.1,618,16367,0.66,0.14,0.69,0.09,0.08,1.02
0i,ZhiWei Liu,Invictus,26 years,8662,55.8%,9099,0.95,73.3,3.3,492,12863,0.67,0.13,0.71,0.1,0.1,1.0
ponczek,Patryk Wites,N/A,27 years,9982,44.1%,10230,0.98,70.6,4.1,585,15685,0.64,0.13,0.65,0.09,0.08,1.01
nbl,Nabil Aleua,VELOX,26 years,10437,51.6%,10960,0.95,72.1,3.6,611,15786,0.66,0.13,0.69,0.11,0.1,0.96
YJ,Lucas Yuji,N/A,27 years,8424,41.6%,8495,0.99,71.0,4.1,514,13425,0.63,0.13,0.63,0.07,0.08,1.0
kinqie,Semyon Lisitsyn,SUN,31 years,11139,57.1%,11746,0.95,74.7,4.6,632,16798,0.66,0.13,0.7,0.11,0.09,0.95
oxygeN,Blagoi Dimitrov,VOYVODA,19 years,10312,58.9%,10713,0.96,68.7,4.1,604,16295,0.63,0.11,0.66,0.1,0.08,1.01
NEO,Filip Kubski,HONORIS,35 years,34508,37.8%,36066,0.96,72.1,5.9,2037,53165,0.65,0.16,0.68,0.09,0.08,0.95
dezon,Adam Wahlqvist,N/A,25 years,9363,52.4%,9611,0.97,70.0,4.8,555,14946,0.63,0.13,0.64,0.09,0.1,1.01
SEMINTE,Valentin Bodea,N/A,25 years,12709,49.3%,13310,0.95,71.5,3.0,737,19460,0.65,0.12,0.68,0.09,0.09,0.95
denis,Denis Howell,N/A,28 years,32914,44.3%,34777,0.95,75.1,3.7,1840,48974,0.67,0.14,0.71,0.1,0.09,0.95
alexRr,Alexander Frisch,N/A,27 years,7438,39.8%,7992,0.93,72.6,3.8,433,11346,0.66,0.12,0.7,0.09,0.07,0.95
dumz,Miran Matković,N/A,27 years,7889,48.4%,8209,0.96,71.2,3.1,455,12074,0.65,0.12,0.68,0.1,0.09,0.95
tahsiN,Tahsin Broschk,Entropy,32 years,10491,44.7%,11162,0.94,72.6,5.0,606,15760,0.67,0.14,0.71,0.09,0.08,0.95
MAJ3R,Engin Küpeli,Eternal Fire,32 years,19599,48.1%,20271,0.97,73.4,5.1,1157,30434,0.64,0.14,0.67,0.08,0.08,0.95
rafftu,Kostadin Turbinov,N/A,23 years,9489,51.1%,9922,0.96,71.8,3.5,541,14489,0.65,0.13,0.68,0.12,0.11,1.01
friberg,Adam Friberg,N/A,31 years,33244,47.3%,34978,0.95,70.4,5.1,1966,51219,0.65,0.16,0.68,0.11,0.09,0.95
Grus,Sander Iversen,N/A,25 years,10906,63.5%,11737,0.93,73.4,5.2,603,16427,0.66,0.12,0.71,0.1,0.09,1.01
Snappi,Marco Pfeiffer,ENCE,32 years,28654,45.5%,29823,0.96,72.5,4.6,1672,44189,0.65,0.13,0.67,0.09,0.08,0.95
Console,Mads Skovby,N/A,27 years,11948,39.5%,12530,0.95,74.0,3.2,708,18612,0.64,0.15,0.67,0.11,0.09,0.95
CONNOR93,Connor Glover,N/A,29 years,7738,51.7%,8195,0.94,72.8,2.7,449,11544,0.67,0.12,0.71,0.11,0.1,0.95
soju_j,Jay Jeong,N/A,25 years,9148,41.2%,9558,0.96,72.1,4.2,554,14231,0.64,0.14,0.67,0.11,0.1,1.01
KrizzeN,Aidyn Turlybekov,N/A,23 years,12720,54.9%,13088,0.97,71.4,3.9,763,20020,0.64,0.14,0.65,0.1,0.09,1.01
H4RR3,Haris Hadzic,Metizport,25 years,12193,50.2%,13005,0.94,75.1,4.7,689,18503,0.66,0.14,0.7,0.12,0.1,1.03
dERZKIY,Igor Radosavlevich,SHIPACHI,26 years,7217,53.9%,7623,0.95,72.0,2.3,419,10917,0.66,0.13,0.7,0.1,0.11,0.95
devoduvek,David Dobrosavljevic,Mixfits,28 years,11768,49.4%,12416,0.95,75.5,3.6,681,18075,0.65,0.15,0.69,0.1,0.09,0.95
steel,Lucas Lopes,Case,29 years,24979,40.9%,25976,0.96,71.6,3.7,1485,38852,0.64,0.13,0.67,0.1,0.09,0.95
AcilioN,Asger Larsen,undefined,26 years,30836,44.0%,32374,0.95,72.5,4.4,1806,47619,0.65,0.15,0.68,0.11,0.09,0.95
flashie,Viktor Tamás Bea,CLG Red,27 years,10179,41.9%,10697,0.95,72.3,3.8,594,15719,0.65,0.14,0.68,0.1,0.09,0.95
maNkz,Marcus Kjeldsen,ECSTATIC,24 years,14552,52.5%,15365,0.95,73.0,5.0,842,22683,0.64,0.14,0.68,0.12,0.11,1.02
beastik,Sebastian Daňo,SINNERS,25 years,15062,54.9%,15946,0.94,70.5,4.7,883,23699,0.64,0.13,0.67,0.1,0.07,1.0
strux1,Hendrik Goetzendorff,N/A,32 years,6648,36.3%,6894,0.96,76.0,1.8,403,10276,0.65,0.14,0.67,0.09,0.09,0.95
caike,Caike Costa,N/A,28 years,9117,42.7%,9592,0.95,71.1,4.0,537,14117,0.65,0.14,0.68,0.1,0.09,0.95
darko,Kacper Ściera,PGE Turow,25 years,14878,44.9%,15778,0.94,74.8,6.6,839,22759,0.65,0.14,0.69,0.1,0.09,1.02
ecfN,Lukas Kauer,N/A,27 years,7387,53.8%,7858,0.94,75.1,3.1,426,11214,0.66,0.14,0.7,0.12,0.11,0.95
RAiLWAY,Artem Gradovich,Boston crab,27 years,9529,53.1%,10301,0.93,76.0,4.9,523,14108,0.68,0.13,0.73,0.09,0.08,1.0
Inzta,Peter Kragelund,N/A,29 years,12779,43.9%,13628,0.94,72.5,2.6,754,19798,0.65,0.14,0.69,0.1,0.09,0.94
uNdo,Alexander Kiziukevich,N/A,27 years,7217,54.3%,7588,0.95,70.3,2.8,431,11262,0.64,0.12,0.67,0.08,0.09,0.94
Karsa,QiFang Su,N/A,30 years,7412,48.7%,7731,0.96,70.4,3.7,461,11782,0.63,0.14,0.66,0.1,0.09,0.94
kzy,Oliver Heck,N/A,32 years,16491,47.6%,17326,0.95,72.6,4.8,991,25840,0.64,0.14,0.67,0.09,0.09,0.94
Fifflaren,Robin Johansson,N/A,35 years,7894,37.5%,7934,0.99,91.7,6.2,538,13220,0.6,0.15,0.6,0.04,0.16,0.94
SileNt,Samuel Portillo,N/A,27 years,10751,36.1%,11539,0.93,70.9,2.6,624,16235,0.66,0.12,0.71,0.1,0.09,0.94
TOAO,Mateusz Zawistowski,Illuminar,26 years,21053,48.1%,22239,0.95,69.4,4.7,1242,33234,0.63,0.12,0.67,0.09,0.08,0.99
TaZ,Wiktor Wojtas,HONORIS,36 years,39598,51.3%,41731,0.95,67.4,2.5,2334,61480,0.64,0.13,0.68,0.11,0.09,0.94
BRACE,Toby Barnes,VERTEX,23 years,7731,48.0%,8226,0.94,70.6,5.8,467,12059,0.64,0.13,0.68,0.1,0.09,0.99
boX,Anton Burko,Websterz,28 years,23349,43.7%,24798,0.94,75.1,5.9,1356,36206,0.64,0.16,0.68,0.1,0.08,1.04
Twixie,Samuli Herrala,N/A,20 years,13187,48.0%,13967,0.94,71.6,5.2,767,20821,0.63,0.13,0.67,0.1,0.09,1.0
Shakezullah,Alan Hardeman,N/A,25 years,13736,42.3%,14186,0.97,68.8,5.1,859,22364,0.61,0.13,0.63,0.1,0.08,1.0
Rock1nG,Ivan Stratiev,Prosapia,26 years,15879,55.2%,17021,0.93,73.8,5.0,923,24313,0.65,0.14,0.7,0.1,0.09,1.01
tonyblack,Anton Kolesnikov,N/A,30 years,13828,48.6%,14553,0.95,69.6,3.8,826,21699,0.64,0.13,0.67,0.08,0.08,0.94
arch,Vladyslav Svistov,N/A,26 years,10295,49.0%,10953,0.94,72.7,2.2,593,15530,0.66,0.13,0.71,0.1,0.1,0.94
Duplicate,Viktor Mitev,Partizan,21 years,15165,51.3%,16163,0.94,72.5,6.4,898,23973,0.63,0.14,0.67,0.1,0.1,1.01
interz,Timofey Yakushin,N/A,22 years,13894,49.5%,14053,0.99,62.8,5.0,908,24175,0.57,0.12,0.58,0.1,0.1,0.99
kade0,Aidos Khairzhan,N/A,23 years,6697,53.8%,7130,0.94,68.9,3.4,396,10735,0.62,0.11,0.66,0.08,0.08,0.97
RIZZZ,Rui Lima,Fourteen,30 years,7240,52.1%,7806,0.93,71.0,3.8,434,11367,0.64,0.13,0.69,0.12,0.11,1.0
JT,Johnny Theodosiou,Complexity,23 years,19178,48.7%,20461,0.94,71.6,4.7,1167,30312,0.63,0.14,0.68,0.12,0.11,1.01
LOMME,Frederik Nielsen,N/A,29 years,10221,42.5%,10753,0.95,72.0,4.5,623,16172,0.63,0.15,0.66,0.1,0.09,0.94
Ex6TenZ,Kévin Droolans,N/A,32 years,22665,41.5%,23729,0.96,74.8,4.0,1393,36352,0.62,0.15,0.65,0.09,0.08,0.94
ub1que,Alexey Polivanov,N/A,30 years,8319,41.8%,8815,0.94,73.3,3.1,491,12691,0.66,0.13,0.69,0.09,0.09,0.94
Sidney,Patryk Korab,N/A,24 years,10096,49.8%,10671,0.95,71.6,6.8,603,16222,0.62,0.14,0.66,0.09,0.09,1.0
arvid,Tony Niemelä,N/A,26 years,16681,44.5%,17955,0.93,72.6,4.4,963,25840,0.65,0.14,0.69,0.1,0.1,0.94
Noisia,Alec Gulabovski,N/A,26 years,9682,43.7%,10298,0.94,72.5,4.8,579,15033,0.64,0.14,0.69,0.09,0.08,0.99
ngiN,Engin Kor,N/A,29 years,16499,45.3%,17247,0.96,68.4,4.1,1025,26895,0.61,0.13,0.64,0.09,0.09,0.94
forget,Lei Li,N/A,33 years,7723,50.3%,8457,0.91,75.3,4.3,442,11512,0.67,0.14,0.73,0.1,0.08,0.94
Patrick,Ivan Ivanov,500,24 years,8490,56.2%,9208,0.92,71.6,4.3,485,13109,0.65,0.13,0.7,0.1,0.1,0.99
repo,Karol Cybulski,N/A,25 years,8647,46.6%,9304,0.93,69.4,3.8,505,13254,0.65,0.13,0.7,0.1,0.09,0.94
EXUS,Konrad Jeńczeń,N/A,25 years,16285,43.0%,17534,0.93,71.2,3.6,942,25185,0.65,0.13,0.7,0.09,0.09,0.94
ztr,Erik Gustafsson,GODSENT,19 years,9143,50.4%,9816,0.93,71.7,5.2,529,14232,0.64,0.12,0.69,0.1,0.1,0.98
dan1,Daniel Gligorov,BLUEJAYS,23 years,7485,48.3%,8025,0.93,68.8,4.2,444,11911,0.63,0.12,0.67,0.09,0.1,0.97
tutehen,Matias Canale,VELOX,30 years,7365,46.1%,7787,0.95,70.9,4.4,450,11640,0.63,0.14,0.67,0.11,0.11,0.93
Polly,Pål Kammen,N/A,31 years,7646,41.2%,8257,0.93,62.6,2.9,461,11987,0.64,0.12,0.69,0.09,0.07,0.93
kiR,Andreas Kirstein,MASONIC,22 years,12141,61.4%,13225,0.92,71.4,4.2,696,18746,0.65,0.11,0.71,0.1,0.1,0.98
hutji,Pavel Lashkov,N/A,27 years,7719,48.4%,8383,0.92,72.0,4.0,453,12010,0.64,0.14,0.7,0.1,0.1,0.93
crisby,Christian Schmitt,N/A,31 years,20610,54.4%,22423,0.92,71.5,3.4,1209,31542,0.65,0.13,0.71,0.11,0.1,0.93
neaLaN,Sanzhar Iskhakov,Evil Geniuses,22 years,19628,55.8%,21091,0.93,73.9,4.8,1134,30303,0.65,0.13,0.7,0.09,0.09,1.0
SkulL,Jordan Newland,Antic,25 years,11045,42.5%,12170,0.91,75.7,5.7,644,16817,0.66,0.15,0.72,0.11,0.1,1.01
emi,Luka Vuković,Partizan,29 years,19415,52.1%,20915,0.93,72.2,5.8,1165,30533,0.64,0.15,0.68,0.12,0.1,0.93
matty,Mateusz Kołodziejczyk,N/A,27 years,10526,40.6%,11362,0.93,75.6,6.0,617,16381,0.64,0.16,0.69,0.1,0.11,0.93
aVN,Filip Belojica,Zero Tenacity,26 years,10652,52.6%,11434,0.93,69.3,2.7,628,16790,0.63,0.12,0.68,0.11,0.1,0.93
mynio,Wiktor Kruk,9INE,27 years,15688,44.2%,17196,0.91,76.5,6.8,909,24432,0.64,0.16,0.7,0.09,0.08,0.93
quix,Max Lindkvist,Lilmix,30 years,17166,47.3%,19120,0.9,74.4,5.5,976,25842,0.66,0.14,0.74,0.09,0.08,0.93
stYleEeZ,Pavle Stojanovski,Juggernauts,22 years,6621,38.0%,7065,0.94,69.3,5.1,405,10826,0.61,0.13,0.65,0.08,0.08,0.97
hitMouse,Kirill Tsarev,NewBelarus,32 years,8785,49.0%,9410,0.93,71.2,4.5,538,14028,0.63,0.13,0.67,0.09,0.09,0.92
Xp3,David Garrido,N/A,35 years,8326,39.7%,9118,0.91,70.5,3.4,502,13113,0.63,0.13,0.7,0.09,0.08,0.92
S0tF1k,Dmitry Forostyanko,Spirit Academy,28 years,21826,49.2%,23815,0.92,71.3,5.4,1322,34842,0.63,0.14,0.68,0.1,0.09,0.92
pNshr,Nikolay Paunin,N/A,31 years,9886,43.2%,10698,0.92,71.0,3.1,600,15671,0.63,0.15,0.68,0.1,0.09,0.92
TACO,Epitacio de Melo,00NATION,28 years,23328,50.3%,24933,0.94,67.2,4.4,1482,38592,0.6,0.12,0.65,0.09,0.07,0.92
arki,Omar Chakkor,SAW,33 years,14525,52.5%,15799,0.92,70.5,5.6,889,23396,0.62,0.15,0.68,0.1,0.08,0.92
SANJI,Sanjar Kuliev,Virtus.pro,25 years,12151,62.2%,13149,0.92,68.8,3.9,743,19879,0.61,0.12,0.66,0.1,0.08,0.97
sorrow,Zhandarbek Mamyrbek,N/A,27 years,7796,54.9%,8621,0.9,70.5,3.7,456,12239,0.64,0.11,0.7,0.1,0.08,0.96
Zeus,Danylo Teslenko,N/A,35 years,23470,43.5%,25460,0.92,69.9,5.5,1405,37152,0.63,0.17,0.69,0.11,0.08,0.92
Luz,Maciek Bugaj,UNGENTIUM,28 years,10895,48.1%,11889,0.92,72.4,3.2,660,17302,0.63,0.14,0.69,0.1,0.09,0.92
MSL,Mathias Lauridsen,NtK,28 years,29396,39.9%,32804,0.9,70.5,3.8,1749,45720,0.64,0.15,0.72,0.12,0.08,0.92
dobbo,William Dobson,Into the Bin,19 years,7342,53.3%,7917,0.93,66.9,3.7,445,12084,0.61,0.11,0.66,0.09,0.1,0.96
SENER1,Sener Mahmuti,Bad News Eagles,26 years,7830,52.6%,8539,0.92,69.5,6.2,482,12862,0.61,0.14,0.66,0.1,0.09,0.98
arya,Arya Hekmat,N/A,30 years,7277,34.9%,8145,0.89,72.6,3.5,440,11291,0.64,0.14,0.72,0.11,0.09,0.92
akez,Kristian Kornbakk,777,30 years,9342,55.1%,10385,0.9,71.1,3.5,550,14806,0.63,0.13,0.7,0.11,0.1,0.92
nak,Renato Nakano,N/A,35 years,8234,44.6%,8934,0.92,70.8,4.5,519,13439,0.61,0.15,0.66,0.1,0.09,0.92
svyat,Svyatoslav Dovbakh,N/A,28 years,11975,51.9%,13035,0.92,69.7,4.7,734,19717,0.61,0.14,0.66,0.09,0.09,0.98
Dav,David Miljanić,N/A,31 years,7539,40.7%,8361,0.9,71.2,4.7,468,12095,0.62,0.15,0.69,0.11,0.11,0.91
xartE,Mikko Välimaa,HAVU,31 years,18389,37.2%,20049,0.92,69.7,6.3,1155,30358,0.61,0.15,0.66,0.09,0.09,0.91
ncl,Bold Batsuh,Mazaalai,28 years,8647,49.3%,9411,0.92,68.4,3.9,546,14042,0.62,0.13,0.67,0.11,0.09,0.91
LEGIJA,Nikola Ninić,N/A,32 years,14245,49.8%,15916,0.9,69.5,4.6,869,22614,0.63,0.14,0.7,0.09,0.08,0.91
roman,Roman Redihin,N/A,34 years,6787,55.0%,7451,0.91,69.6,3.0,414,10880,0.62,0.14,0.68,0.11,0.1,0.91
karrigan,Finn Andersen,FaZe,32 years,34286,43.2%,38181,0.9,68.7,5.1,2103,55200,0.62,0.13,0.69,0.09,0.07,0.91
BTN,Cătălin-Ionuț Stănescu,Nexus,33 years,20204,53.7%,22625,0.89,72.9,5.3,1202,31688,0.64,0.15,0.71,0.11,0.09,0.91
wayLander,Jan Rahkonen,N/A,28 years,13258,51.8%,14973,0.89,70.8,3.2,794,20857,0.64,0.13,0.72,0.08,0.07,0.91
BONA,Verneri Junkala,SJ,23 years,7931,52.1%,8874,0.89,69.9,4.5,476,12674,0.63,0.13,0.7,0.1,0.1,0.91
sAw,Eetu Saha,ENCE,30 years,20522,47.9%,22630,0.91,69.3,6.1,1267,33681,0.61,0.16,0.67,0.11,0.09,0.9
coolio,András Fercsák,N/A,22 years,6238,53.6%,6887,0.91,64.9,4.0,396,10638,0.59,0.11,0.65,0.1,0.1,0.94
kRYSTAL,Kevin Amend,undefined,29 years,29866,36.7%,33361,0.9,67.3,5.4,1888,49380,0.6,0.14,0.68,0.1,0.08,0.9
ben1337,Ben Smith,EG White,24 years,15776,46.7%,17606,0.9,69.5,5.1,988,25718,0.61,0.14,0.68,0.11,0.09,0.97
crush,Igor Shevchenko,NAVI Junior,27 years,11844,52.5%,13320,0.89,69.9,4.9,732,19295,0.61,0.13,0.69,0.09,0.07,0.9
balblna,Gregory Oleinick,NASR,27 years,9803,49.8%,11039,0.89,70.4,5.1,612,16045,0.61,0.15,0.69,0.11,0.1,0.9
sycrone,Dennis Nielsen,MOUZ,27 years,8771,41.1%,9749,0.9,70.4,4.3,553,14608,0.6,0.15,0.67,0.1,0.09,0.9
nkl,Nikolay Krastev,N/A,29 years,9990,42.9%,11036,0.91,68.3,3.3,642,16554,0.6,0.15,0.67,0.1,0.07,0.9
Golden,Maikil Selim,GODSENT,29 years,14239,53.5%,16255,0.88,69.2,5.4,873,23240,0.61,0.14,0.7,0.1,0.09,0.94
hooch,Dmitry Bogdanov,1WIN,35 years,14451,41.8%,16279,0.89,70.8,4.4,897,23538,0.61,0.14,0.69,0.08,0.07,0.9
MiGHTYMAX,Max Heath,Endpoint,25 years,20030,49.4%,22450,0.89,65.9,5.3,1292,34289,0.58,0.13,0.65,0.1,0.09,0.9
FNS,Pujan Mehta,N/A,30 years,15287,45.9%,17081,0.89,68.0,4.1,953,25080,0.61,0.14,0.68,0.1,0.08,0.89
spiker,Alexander Ivanov,N/A,28 years,6837,42.7%,7811,0.88,71.5,2.6,415,10974,0.62,0.14,0.71,0.08,0.08,0.89
Psycho,Alexandr Zlobin,IKLA,25 years,8322,52.2%,9388,0.89,70.2,6.5,514,13708,0.61,0.14,0.68,0.1,0.09,0.96
JiNKZ,Gaëtan Jamin,N/A,27 years,8657,53.5%,9850,0.88,69.7,3.8,542,14411,0.6,0.15,0.68,0.11,0.09,0.97
MAiNLiNE,Michael Jaber,N/A,26 years (,6904,51.7%,7968,0.87,69.1,2.4,437,11092,0.62,0.14,0.72,0.11,0.09,0.89
pronax,Markus Wallsten,N/A,31 years,18722,45.8%,20989,0.89,64.7,4.0,1199,31403,0.6,0.14,0.67,0.09,0.08,0.89
Polen,Adam Polen,N/A,26 years,7017,53.3%,7995,0.88,69.8,4.3,435,11470,0.61,0.14,0.7,0.1,0.08,0.89
lunAtic,Dawid Cieślak,HONORIS,29 years,16629,39.3%,18813,0.88,67.7,5.3,1015,27545,0.6,0.13,0.68,0.1,0.09,0.89
Adam9130,Adam Ahmad,Into the Bin,25 years,10464,39.8%,12097,0.87,73.0,5.8,618,16821,0.62,0.15,0.72,0.1,0.08,0.97
Lambert,Lambert Prigent,LDLC,31 years,11962,37.1%,13543,0.88,63.4,3.6,775,20411,0.59,0.11,0.66,0.09,0.08,0.88
LeX,Alexander Deily,N/A,32 years,7418,44.7%,8680,0.85,71.1,4.0,462,11931,0.62,0.14,0.73,0.1,0.08,0.88
IceBerg,Oliver Berg,Tricked,22 years,10307,52.8%,12243,0.84,72.3,4.2,608,16287,0.63,0.13,0.75,0.11,0.08,0.95
torben,Nicolai Amorim,N/A,27 years,8176,49.5%,9372,0.87,66.2,3.7,532,13939,0.59,0.12,0.67,0.1,0.09,0.93
seang@res,Sean Gares,Old Guys Club,34 years,10904,40.2%,12533,0.87,67.4,4.8,713,18391,0.59,0.14,0.68,0.11,0.08,0.88
ScrunK,Robin Röpke,Sangal,27 years,17229,46.3%,20271,0.85,70.7,7.1,1068,28522,0.6,0.14,0.71,0.1,0.08,0.88
daps,Damian Steele,Liquid,29 years,16274,40.2%,18638,0.87,66.8,4.4,1075,28101,0.58,0.14,0.66,0.1,0.07,0.88
flowsicK,Kyle Mendez,N/A,31 years,6257,47.4%,7304,0.86,73.6,3.7,395,10074,0.62,0.15,0.73,0.11,0.08,0.87
birdfromsky,Thomas Due-Frederiksen,Copenhagen Flames,29 years,15024,41.4%,17530,0.86,72.4,8.0,932,25301,0.59,0.18,0.69,0.14,0.09,0.98
nawrot,Piotr Nawrocki,9INE,24 years,9801,47.1%,11570,0.85,66.1,4.0,606,16271,0.6,0.12,0.71,0.1,0.09,0.92
advent,Zhuo Liang,Rare Atom,30 years,16478,50.0%,18843,0.87,62.1,4.5,1150,29589,0.56,0.13,0.64,0.11,0.1,0.87
BERRY,Danny Krüger,Sprout,32 years,13135,38.0%,15593,0.84,71.3,5.8,814,21328,0.62,0.15,0.73,0.1,0.08,0.87
def,Dima Lemeshchuk,N/A,28 years,9243,41.8%,10836,0.85,67.4,3.4,605,15797,0.59,0.14,0.69,0.11,0.08,0.86
HooXi,Rasmus Nielsen,G2,27 years,13311,49.6%,15803,0.84,67.5,5.9,870,23094,0.58,0.13,0.68,0.09,0.07,0.86
djL,Daniel Narancic,Ninjas in Pyjamas,29 years,10263,47.3%,11998,0.86,63.0,3.0,688,18180,0.56,0.12,0.66,0.1,0.08,0.91
Devilwalk,Jonatan Lundberg,Bad News Eagles,31 years,6222,51.2%,7368,0.84,68.6,3.9,408,10717,0.58,0.16,0.69,0.12,0.08,0.86
gob b,Fatih Dayik,BIG,35 years,14492,48.5%,17320,0.84,66.6,5.9,978,25799,0.56,0.13,0.67,0.1,0.08,0.85
Slemmy,Alec White,N/A,32 years,6638,49.6%,7951,0.83,63.7,3.2,445,11663,0.57,0.12,0.68,0.11,0.09,0.85
PASHANOJ,Pavel Legostaev,N/A,28 years,9433,53.4%,11804,0.8,68.0,3.9,620,16227,0.58,0.13,0.73,0.1,0.07,0.9
simix,Robin Bynens,EC Brugge,27 years,5819,50.8%,7197,0.81,62.1,4.0,396,10594,0.55,0.12,0.68,0.12,0.1,0.89
B1ad3,Andrey Gorodenskiy,Natus Vincere,36 years,13472,41.9%,16880,0.8,66.5,2.6,899,23232,0.58,0.16,0.73,0.1,0.07,0.83
netrick,Jonas Wenzelsen,N/A,27 years,6753,48.2%,8489,0.8,66.8,6.6,455,11976,0.56,0.14,0.71,0.11,0.09,0.82
HUNDEN,Nicolai Petersen,N/A,31 years,22470,48.7%,28708,0.78,64.4,4.5,1578,41153,0.55,0.14,0.7,0.11,0.09,0.81
RuFire,Aleksei Burakov,BakS,27 years,5796,47.9%,7776,0.75,66.5,4.6,398,10563,0.55,0.14,0.74,0.09,0.06,0.84
OCEAN,Kyle O'Brien,N/A,35 years,5530,44.3%,7492,0.74,59.7,3.6,410,10602,0.52,0.12,0.71,0.09,0.08,0.77
